Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,TimesinTraining,GLON_3FGL,Flags_3FGL
3FGL J0648.8+1516,-29.84560522,-27.07755097,1.8308774,-0.777152158,3.584594748,0.228705716,-0.319102849,-0.365257286,-0.393417772,6.3348174,AGN,bll,3758.1067,PowerLaw,RX J0648.7+1516,0.995433155,0.004566845,0.984232666,0.015767334,0.999242652,7.57E-04,0.989440066,0.010559934,306,198.98763,0
3FGL J0648.8-1740,-27.2559436,-27.11775639,2.5196798,0.198726671,4.936399488,-0.761740734,-0.618289902,-0.806776874,-0.657193281,-8.512161,AGN,fsrq,846.1109,PowerLaw,TXS 0646-176,0.999924743,7.53E-05,0.981286952,0.018713048,0.99885878,0.00114122,0.977188936,0.022811064,339,228.48589,0
3FGL J0649.6-3138,-31.54289903,-27.37738126,1.7286855,0.231917666,3.840182584,-0.90593518,0.484202029,-0.151977238,-0.432458596,-14.195758,AGN,bcu,5699.456,PowerLaw,1RXS J064933.8-313914,0.999611254,3.89E-04,0.979529694,0.020470306,0.996268667,0.003731333,0.997067109,0.002932891,311,241.50668,0
3FGL J0650.4-1636,-27.46733419,-27.08897291,2.4325619,1.061374246,4.014657641,-0.420521339,-0.698665835,-0.796988625,-0.740190124,-7.707025,AGN,bcu,1013.5065,PowerLaw,PKS 0648-16,0.944180047,0.055819953,0.773119594,0.226880406,0.823438084,0.176561916,0.730322868,0.269677132,309,227.69122,0
3FGL J0650.5+2055,-32.45708881,-27.32972227,1.5582567,-0.063891754,3.833783717,-0.835374138,-0.389309013,0.026635191,-0.148073568,9.193716,AGN,bcu,9278.518,PowerLaw,1RXS J065033.9+205603,0.999540406,4.60E-04,0.986080377,0.013919623,0.999014301,9.86E-04,0.998456138,0.001543862,313,194.04655,0
3FGL J0650.7+2503,-29.36672131,-26.81537811,1.7208239,-0.480618084,4.156467982,-0.302858253,-0.450166192,-0.260146463,-0.326172271,11.003785,AGN,bll,3626.363,PowerLaw,1ES 0647+250,0.999617373,3.83E-04,0.989906446,0.010093554,0.999601345,3.99E-04,0.996862035,0.003137965,292,190.27168,0
3FGL J0651.3+4014,-29.95220598,-27.79608387,2.1201143,-2.677793293,3.996336911,-0.332995613,-0.81164946,-0.164080929,-0.444238356,17.112017,AGN,bcu,2073.5005,PowerLaw,RX J0651.0+4013,0.999927755,7.22E-05,0.992422493,0.007577507,0.999999329,6.71E-07,0.999435319,5.65E-04,272,175.932,0
3FGL J0652.0-4808,-31.17153229,-27.84107595,2.0442283,0.835211123,3.637200296,-0.862804187,-0.69997501,-0.457205596,0.027704148,-19.753023,AGN,bcu,3236.3447,PowerLaw,1RXS J065201.0-480858,0.998895812,0.001104188,0.976897039,0.023102961,0.98049624,0.01950376,0.976770737,0.023229263,300,257.76984,0
3FGL J0653.6+2817,-28.44641431,-27.71393479,2.2499437,-1.893401773,4.024324878,-0.761298212,-0.6002327,-0.257193524,-0.80928098,12.926086,AGN,bcu,1289.6027,PowerLaw,GB6 J0653+2816,0.998468363,0.001531637,0.991048007,0.008951993,0.999983992,1.60E-05,0.950833504,0.049166496,309,187.542,0
3FGL J0654.4+4514,-25.32810738,-27.33942424,2.2872922,0.896748623,7.084404026,-0.534431524,-0.67385131,-0.60497744,-0.709838395,19.38799,AGN,FSRQ,648.54407,PowerLaw,B3 0650+453,0.999934596,6.54E-05,0.988653766,0.011346234,0.999954387,4.56E-05,0.993916558,0.006083442,296,171.20445,0
3FGL J0654.5+0926,-26.78815116,-27.36600299,2.6658497,0.317596127,3.874292955,-0.504182761,-0.81799697,-0.83951662,-0.999925544,4.9780703,AGN,bcu,598.168,PowerLaw,RX J0654.3+0925,0.995437255,0.004562745,0.940387586,0.059612414,0.94666008,0.05333992,0.896161647,0.103838353,288,204.85551,0
3FGL J0656.4+4232,-29.2747619,-27.62201658,2.0762699,-0.048064439,3.780139329,-0.55713502,-0.753282731,-0.202139482,-0.655604298,18.815279,AGN,bll,1873.1874,PowerLaw,4C +42.22,0.962916918,0.037083082,0.988063961,0.011936039,0.996122297,0.003877703,0.993658646,0.006341354,313,174.02765,0
3FGL J0658.3-5832,-28.66173777,-27.84177974,2.4019325,-1.692719526,3.547271102,-0.859533896,-0.236664062,-0.873917954,-0.316124279,-22.023773,AGN,bcu,1011.3653,PowerLaw,PMN J0658-5840,0.990757789,0.009242211,0.991331774,0.008668226,0.999939375,6.06E-05,0.898862079,0.101137921,323,268.69525,0
3FGL J0658.6+0636,-27.71246894,-27.34819283,2.4806616,-0.465518566,3.610965128,-0.779014464,-0.565543354,-0.73262308,-0.453130044,4.5937295,AGN,bcu,920.60315,PowerLaw,NVSS J065844+063711,0.997112027,0.002887973,0.984467109,0.015532891,0.998106724,0.001893276,0.929508067,0.070491933,292,207.85637,1
3FGL J0700.0+1709,-25.93651352,-27.4901213,2.6873162,0.940897877,4.054806812,-0.656925551,-0.816650594,-0.657584605,-0.999952662,9.591072,AGN,bcu,513.0969,PowerLaw,TXS 0657+172,0.995653589,0.004346411,0.857160234,0.142839766,0.879534692,0.120465308,0.850686609,0.149313391,318,198.48044,4
3FGL J0700.2+1304,-31.88465826,-27.61235551,1.8048596,0.154090878,3.407446648,-0.99995742,0.999869407,-0.575281842,-0.440558778,7.8545384,AGN,bcu,5177.6997,PowerLaw,GB6 J0700+1304,0.999752459,2.48E-04,0.960495986,0.039504014,0.977695314,0.022304686,0.996514486,0.003485514,297,202.21445,0
3FGL J0700.3-6310,-31.3016396,-27.91040792,1.9936056,0.348251446,4.109665003,-0.898923674,-0.236808886,-0.316451946,-0.718876068,-23.0389,AGN,bcu,3435.258,PowerLaw,SUMSS J065958-631238,0.999848299,1.52E-04,0.98364491,0.01635509,0.991752624,0.008247376,0.996932641,0.003067359,315,273.59775,0
3FGL J0700.6-6610,-26.91275327,-27.13511317,2.0668576,1.180197191,4.731360536,-0.36683808,-0.568178131,-0.547894039,-0.657343095,-23.747164,AGN,bll,1265.6466,PowerLaw,PKS 0700-661,0.999867633,1.32E-04,0.964488429,0.035511571,0.970813408,0.029186592,0.98356833,0.01643167,316,276.76523,0
3FGL J0702.7-1952,-29.50390218,-27.26520099,2.062933,0.318591394,4.130530579,-0.677787791,-0.251358714,-0.515407604,-0.730734167,-6.5345864,AGN,bll,2375.1074,PowerLaw,TXS 0700-197,0.999602496,3.98E-04,0.955565569,0.044434431,0.987261331,0.012738669,0.991187041,0.008812959,291,231.94174,0
3FGL J0703.4-3914,-28.06936749,-27.59747484,2.2879305,1.005791817,4.102489634,-0.469792386,-0.625929565,-0.626547622,-0.829804645,-14.615442,AGN,bcu,1105.949,PowerLaw,1RXS J070312.7-391417,0.946462299,0.053537701,0.897821099,0.102178901,0.889434096,0.110565904,0.548748559,0.451251441,318,249.86597,0
3FGL J0706.1-4849,-27.54429284,-27.44684869,2.4119742,0.046945034,4.020939955,-0.463907352,-0.744903153,-0.644719776,-0.733740293,-17.796688,AGN,bcu,944.9284,PowerLaw,PMN J0705-4847,0.997795467,0.002204533,0.985571877,0.014428123,0.994505585,0.005494415,0.95329134,0.04670866,295,259.3016,0
3FGL J0706.5+3744,-29.34261984,-27.35363827,1.8899137,-1.178606922,3.872047111,-0.390426076,-0.48484133,-0.502855136,-0.268383807,18.991184,AGN,bll,2508.7007,PowerLaw,GB6 J0706+3744,0.999741676,2.58E-04,0.991682408,0.008317592,0.999895507,1.04E-04,0.997445759,0.002554241,288,179.48698,0
3FGL J0707.0+7741,-27.83375125,-27.59258359,2.0523002,0.779379004,4.992282304,-0.512268479,-0.49951157,-0.481381909,-0.657076943,27.283714,AGN,bll,1326.1477,PowerLaw,NVSS J070651+774137,0.99993324,6.68E-05,0.986996506,0.013003494,0.995851596,0.004148404,0.994160851,0.005839149,293,136.77026,0
3FGL J0707.2+6101,-25.71361312,-27.9771698,2.8132002,-0.440168749,3.921877391,-0.727619827,-0.82058517,-0.539704865,-0.999956289,25.3816,AGN,bll,355.53506,PowerLaw,TXS 0702+612,0.999901325,9.87E-05,0.990319593,0.009680407,0.998309436,0.001690564,0.989485214,0.010514786,315,155.2648,0
3FGL J0708.9+2239,-29.72590488,-27.69586283,2.0765007,0.544869885,4.035930572,-0.019787586,-0.517771822,-0.443435037,-0.791285733,13.792381,AGN,bcu,2014.2445,PowerLaw,GB6 J0708+2241,0.997159071,0.002840929,0.970307877,0.029692123,0.975749905,0.024250095,0.952179636,0.047820364,314,194.26428,0
3FGL J0709.7-0256,-26.23261021,-27.08477256,2.3173745,0.442208525,5.526325865,-0.52494262,-0.735954507,-0.537773511,-0.724115254,2.7339134,AGN,bll,882.5575,PowerLaw,PMN J0709-0255,0.998994088,0.001005912,0.972389298,0.027610702,0.999543103,4.57E-04,0.985249769,0.014750231,301,217.64404,4
3FGL J0710.3+5908,-31.26326991,-27.42350463,1.6610328,0.132041346,4.017143326,-0.618745303,-0.471794905,-0.379618544,-0.009983157,25.408178,AGN,bll,5404.4136,PowerLaw,1H 0658+595,0.999761933,2.38E-04,0.989611637,0.010388363,0.998463735,0.001536265,0.999364928,6.35E-04,290,157.39024,0
3FGL J0710.5+4732,-25.58823526,-27.77260329,2.647554,0.524775628,4.493541846,-0.682834401,-0.760097016,-0.762748096,-0.907761389,22.724035,AGN,bll,431.83383,PowerLaw,S4 0707+47,0.999851705,1.48E-04,0.982008229,0.017991771,0.98827627,0.01172373,0.993728522,0.006271478,304,169.7724,0
3FGL J0712.2-6436,-28.51518523,-27.75293247,2.3832674,-1.714993114,3.760566427,-0.476266603,-0.531926455,-0.710956192,-0.999957668,-22.167242,AGN,bcu,1064.1014,PowerLaw,MRC 0712-643,0.98743573,0.01256427,0.991114876,0.008885124,0.999783796,2.16E-04,0.834557473,0.165442527,322,275.48172,0
3FGL J0712.6+5033,-27.51290036,-27.53904503,2.1360989,-0.133185967,4.568950916,-0.521470201,-0.602197854,-0.497127933,-0.574424797,23.858881,AGN,bll,1162.239,PowerLaw,GB6 J0712+5033,0.99996761,3.24E-05,0.991747042,0.008252958,0.999431223,5.69E-04,0.995149332,0.004850668,291,166.6971,0
3FGL J0718.7-4319,-28.36989166,-26.95016906,1.8662682,1.19465305,3.640853028,-0.271327615,-0.386762834,-0.381782415,-0.472123774,-13.644322,AGN,bll,2206.5784,PowerLaw,PMN J0718-4319,0.903429769,0.096570231,0.822067941,0.177932059,0.799270586,0.200729414,0.867760598,0.132239402,291,254.92543,0
3FGL J0720.0-4010,-29.44979398,-27.49562792,2.2281916,-0.274855881,3.569870808,-0.761479879,-0.71506506,-0.275314451,-0.854165793,-12.092091,AGN,bcu,1815.8378,PowerLaw,1RXS J071939.2-401153,0.997554099,0.002445901,0.982423105,0.017576895,0.99368238,0.00631762,0.951756194,0.048243806,304,252.10405,0
3FGL J0721.4+0404,-26.19284867,-27.45693563,2.528745,0.518443018,4.748435983,-0.626285625,-0.73543367,-0.761626063,-0.630502556,8.530733,AGN,fsrq,592.74426,PowerLaw,PMN J0721+0406,0.999967439,3.26E-05,0.98164304,0.01835696,0.996636463,0.003363537,0.994132478,0.005867522,270,212.71098,0
3FGL J0723.2-0728,-32.58126212,-27.54622465,1.7982008,-0.884251029,3.629650704,-0.979519435,0.150567971,0.082024332,-0.264620088,3.594586,AGN,bcu,7051.3735,PowerLaw,1RXS J072259.5-073131,0.999658426,3.42E-04,0.983080541,0.016919459,0.999922953,7.70E-05,0.996559807,0.003440193,283,223.21796,0
3FGL J0723.7+2050,-28.55283927,-27.70233647,2.4001029,0.089508748,3.974544876,-0.658230099,-0.881110646,-0.178735073,-0.621644354,16.202332,AGN,bcu,1092.5007,PowerLaw,GB6 J0723+2051,0.999910714,8.93E-05,0.98883925,0.01116075,0.998230719,0.001769281,0.992891974,0.007108026,272,197.41591,0
3FGL J0724.1+2857,-26.31994091,-27.76609228,2.5944273,-0.939444217,4.75138578,-0.747794018,-0.701852604,-0.65225977,-0.999991909,19.358355,AGN,fsrq,526.2604,PowerLaw,GB6 J0723+2859,0.999846462,1.54E-04,0.991154926,0.008845074,0.999891299,1.09E-04,0.994424231,0.005575769,299,189.56477,0
3FGL J0725.8-0054,-28.20090917,-27.42131318,2.1885626,0.108608994,3.893353877,-0.629889777,-0.641947172,-0.393291951,-0.576505288,7.2370853,AGN,bcu,1474.2987,PowerLaw,PKS 0723-008,0.999601863,3.98E-04,0.980824031,0.019175969,0.995234804,0.004765196,0.988592703,0.011407297,296,217.69455,0
3FGL J0726.6-4727,-26.09924632,-27.32995336,2.4639533,1.019030805,4.533639339,-0.563079466,-0.704805266,-0.718990917,-0.946681908,-14.117166,AGN,fsrq,682.0449,PowerLaw,PMN J0726-4728,0.998514161,0.001485839,0.927639552,0.072360448,0.937211103,0.062788897,0.970599113,0.029400887,300,259.39114,0
3FGL J0728.0+4828,-29.40915399,-27.90260278,2.3710895,-1.662957578,3.602598401,-0.839704655,-0.503375967,-0.454484065,-0.819930831,25.804045,AGN,bcu,1302.6952,PowerLaw,GB6 J0727+4827,0.996169347,0.003830653,0.990957321,0.009042679,0.999894506,1.05E-04,0.935220587,0.064779413,341,169.56976,0
3FGL J0729.5-3127,-26.79428576,-27.31922565,2.6541553,-0.851246807,3.948520977,-0.623615143,-0.829204815,-0.907568935,-0.007514482,-6.4430737,AGN,bcu,612.4987,PowerLaw,NVSS J072922-313128,0.999422683,5.77E-04,0.986339581,0.013660419,0.999913711,8.63E-05,0.957480091,0.042519909,302,245.09047,0
3FGL J0730.3+6720,-27.52597539,-27.99542168,2.6152203,-0.56989999,3.955409185,-0.805451475,-0.654654187,-0.766620985,-0.999929763,28.601164,AGN,fsrq,637.16235,PowerLaw,GB6 J0731+6718,0.998565399,0.001434601,0.990319616,0.009680384,0.997324619,0.002675381,0.949618166,0.050381834,286,148.55397,1
3FGL J0730.5+3307,-29.59917956,-27.79907234,2.117182,-0.951993094,3.774675128,0.233173619,-0.777918195,-0.496478651,-0.305470238,22.064043,AGN,bll,1873.7174,PowerLaw,1RXS J073026.0+330727,0.999898396,1.02E-04,0.991858208,0.008141792,0.999858415,1.42E-04,0.997941159,0.002058841,285,185.8739,0
3FGL J0730.5-0537,-29.86890657,-27.53932245,2.100549,-0.503531904,3.845813906,-0.697747165,-0.625818618,-0.170139807,-0.840885186,6.0661306,AGN,bcu,2351.5002,PowerLaw,TXS 0728-054,0.996337447,0.003662553,0.984626748,0.015373252,0.998683876,0.001316124,0.931432057,0.068567943,241,222.43593,0
3FGL J0730.5-6606,-31.34232206,-27.53004637,1.7891129,-0.976040816,3.716413635,-0.805543427,-0.386022292,-0.133838697,-0.456602761,-20.832094,AGN,bcu,4757.3667,PowerLaw,PMN J0730-6602,0.999466951,5.33E-04,0.98996304,0.01003696,0.999811497,1.89E-04,0.998359601,0.001640399,297,277.65054,0
3FGL J0733.5+5153,-32.35006618,-27.84066553,1.7407517,-0.248548748,3.674211225,0.624694531,0.779577146,-0.614789935,-0.114129211,27.33829,AGN,bcu,5855.6396,PowerLaw,NVSS J073326+515355,0.999694291,3.06E-04,0.98962667,0.01037333,0.999076834,9.23E-04,0.997392938,0.002607062,280,166.01338,0
3FGL J0733.8+4108,-29.29996766,-27.9161835,2.2220733,0.032533403,3.644627103,-0.893668194,-0.232712945,-0.543747271,-0.370541524,25.052475,AGN,bll,1481.0236,PowerLaw,GB6 J0733+4111,0.99978927,2.11E-04,0.988502232,0.011497768,0.995996987,0.004003013,0.99040397,0.00959603,300,177.72386,0
3FGL J0733.8+5021,-27.2143679,-27.82395832,2.5037823,-1.103368813,4.732708946,-0.749371951,-0.708329378,-0.727028549,-0.594128694,27.096636,AGN,fsrq,713.92993,PowerLaw,TXS 0730+504,0.99999167,8.33E-06,0.99236692,0.00763308,0.999977502,2.25E-05,0.997873802,0.002126198,305,167.7159,0
3FGL J0734.3-7709,-26.66548943,-27.42996793,2.2903166,0.78545618,4.820515409,-0.341960946,-0.696408827,-0.659904948,-0.732561488,-24.06703,AGN,bcu,847.4518,PowerLaw,PKS 0736-770,0.999813051,1.87E-04,0.981777143,0.018222857,0.992117733,0.007882267,0.982453186,0.017546814,299,289.09735,0
3FGL J0738.1+1741,-26.24852847,-26.77057182,2.006392,0.640615172,4.869056138,-0.438794023,-0.55654043,-0.483515667,-0.448967719,18.07255,AGN,bll,1181.6204,PowerLaw,PKS 0735+17,0.999916417,8.36E-05,0.988084351,0.011915649,0.997253415,0.002746585,0.99553987,0.00446013,315,201.85605,0
3FGL J0742.4-8133c,-34.59347971,-27.73256787,1.4638817,-0.062801045,3.23253878,-0.891502274,-0.399624935,-0.50265565,0.378068232,-24.972677,AGN,bcu,18738.762,PowerLaw,SUMSS J074220-813139,0.999763268,2.37E-04,0.986316526,0.013683474,0.995793103,0.004206897,0.996502795,0.003497205,289,293.84515,32
3FGL J0742.6-5623,-25.96173277,-27.63871675,2.6788862,0.607160551,4.054422891,-0.767253161,-0.571902838,-0.999830306,-0.954647451,-15.69374,AGN,fsrq,432.11505,PowerLaw,PMN J0743-5619,0.959012232,0.040987768,0.933705098,0.066294902,0.916527282,0.083472718,0.813225869,0.186774131,307,268.8317,256
3FGL J0744.1-3804,-26.09829925,-27.2512529,2.6805177,-0.038084391,3.633509704,-0.741714048,-0.712918198,-0.850006551,-0.999898689,-6.976343,AGN,bcu,474.56494,PowerLaw,PMN J0743-3804,0.985507989,0.014492011,0.949844141,0.050155859,0.96361248,0.03638752,0.894766892,0.105233108,294,252.38052,8
3FGL J0744.3+7434,-29.95245127,-27.82906909,1.9691865,0.399146655,4.213098238,-0.689179624,-0.773400521,-0.271326352,-0.172718936,29.588667,AGN,bll,2393.3853,PowerLaw,MS 0737.9+7441,0.999953502,4.65E-05,0.990033927,0.009966073,0.998389961,0.001610039,0.999324559,6.75E-04,289,140.25189,0
3FGL J0744.8-4028,-27.7756851,-27.32079085,2.3395307,0.684107798,3.675872074,-0.78029522,-0.333868636,-0.633242973,-0.999953541,-8.019239,AGN,bcu,1067.3691,PowerLaw,PMN J0744-4032,0.388543799,0.611456201,0.754728454,0.245271546,0.801855631,0.198144369,0.454842566,0.545157434,295,254.55846,4
3FGL J0746.4+2540,-24.45984325,-27.65876515,2.9641626,-1.29111008,4.496977441,-0.775259516,-0.839738154,-0.72840244,-0.999946585,22.843996,AGN,fsrq,299.98975,PowerLaw,B2 0743+25,0.999978413,2.16E-05,0.991862868,0.008137132,0.999949563,5.04E-05,0.995223622,0.004776378,270,194.7274,0
3FGL J0746.6-0706,-30.03032737,-27.41806642,2.1912892,0.331686876,3.966189169,0.997610085,-0.675275988,-0.592716491,-0.842869114,8.87028,AGN,bcu,2255.3826,PowerLaw,PMN J0746-0709,0.997057745,0.002942255,0.955713746,0.044286254,0.979777982,0.020222018,0.918509631,0.081490369,289,225.68898,16
3FGL J0746.6-4756,-28.05275159,-27.34185689,2.254269,0.718294812,4.276825051,-0.739990786,-0.65280708,-0.535811381,-0.348480636,-11.318307,AGN,bcu,1454.7648,PowerLaw,PMN J0746-4755,0.999572143,4.28E-04,0.9760866,0.0239134,0.992763141,0.007236859,0.982347598,0.017652402,317,261.3646,0
3FGL J0746.9+8511,-31.5624158,-27.81562839,1.7873349,-2.422506776,3.617128049,-0.79994552,-0.503436448,-0.347225383,-0.232586138,28.179735,AGN,bcu,4648.864,PowerLaw,NVSS J074715+851208,0.999826512,1.73E-04,0.992200882,0.007799118,0.999993673,6.33E-06,0.998734101,0.001265899,300,128.22264,0
3FGL J0747.2-3311,-25.86084388,-26.84392737,2.3094358,0.235743675,5.267897334,-0.568992809,-0.697134935,-0.656880154,-0.641274625,-4.0115724,AGN,bcu,826.9346,PowerLaw,PKS 0745-330,0.999699332,3.01E-04,0.971921783,0.028078217,0.999463056,5.37E-04,0.978513522,0.021486478,283,248.4245,0
3FGL J0747.4+0904,-30.07104128,-27.87695035,2.0662885,0.579213072,3.535610669,-0.425943076,-0.29883691,-0.530357678,-0.595329306,16.534782,AGN,bll,1915.9603,PowerLaw,RX J0747.3+0905,0.999713191,2.87E-04,0.957869238,0.042130762,0.938814655,0.061185345,0.992850274,0.007149726,312,211.06267,0
3FGL J0748.0-1639,-26.04865814,-27.26498911,2.604667,1.314596594,4.214442694,-0.579713369,-0.758669979,-0.899868101,-0.695401405,4.4520016,AGN,bcu,564.7517,PowerLaw,TXS 0745-165,0.996696187,0.003303813,0.667968316,0.332031684,0.801576209,0.198423791,0.891383225,0.108616775,295,234.2177,1
3FGL J0748.3+2401,-29.22993243,-27.7024559,2.1562622,-1.039183572,4.839557805,-0.529425891,-0.630420168,-0.531483623,-0.329165423,22.675907,AGN,fsrq,1748.2197,PowerLaw,S3 0745+24,0.999990597,9.40E-06,0.99136622,0.00863378,0.999989696,1.03E-05,0.999556042,4.44E-04,302,196.57106,0
3FGL J0748.5+7910,-28.82321694,-28.16131664,2.3437176,1.088545757,4.160037261,0.28058756,-0.621869555,-0.739658353,-0.999967789,29.280521,AGN,bcu,993.0113,PowerLaw,JVAS J0750+7909,0.791110253,0.208889747,0.845159615,0.154840385,0.813403129,0.186596871,0.594767352,0.405232648,309,134.9749,0
3FGL J0748.8+4929,-28.66705322,-27.8830577,2.3390694,0.352044781,3.709864862,-0.483232379,-0.61440827,-0.676612856,-0.963071255,29.345413,AGN,bcu,1104.461,PowerLaw,NVSS J074837+493040,0.816853202,0.183146798,0.966301475,0.033698525,0.925462975,0.074537025,0.783482897,0.216517103,290,169.14648,0
3FGL J0749.4+1059,-29.3945606,-27.74631772,2.203019,0.312587833,4.149551129,-0.723424069,-0.462247111,-0.604363882,-0.534582084,17.795288,AGN,bcu,1611.5459,PowerLaw,TXS 0746+110,0.999909494,9.05E-05,0.986523114,0.013476886,0.993524756,0.006475244,0.997461772,0.002538228,291,209.4704,0
3FGL J0750.6+1232,-27.21324062,-27.43852879,2.4112446,0.845338642,4.83425207,-0.427009058,-0.792083529,-0.589830357,-0.769636242,18.730917,AGN,fsrq,944.9645,PowerLaw,OI 280,0.999867347,1.33E-04,0.983766958,0.016233042,0.990833113,0.009166887,0.98164101,0.01835899,297,208.12257,0
3FGL J0753.1+5353,-28.51844868,-27.65849684,2.105947,-0.104589369,4.270632537,-0.274753029,-0.624777683,-0.537739132,-0.490179657,30.52248,AGN,bll,1581.7212,PowerLaw,4C +54.15,0.999857458,1.43E-04,0.990807264,0.009192736,0.99895133,0.00104867,0.995560219,0.004439781,309,164.19553,0
3FGL J0754.4-1148,-27.7811542,-27.26479287,2.1101863,0.836647258,3.823878703,-0.378916042,-0.607826972,-0.489092381,-0.583331403,8.23748,AGN,bll,1418.1013,PowerLaw,TXS 0752-116,0.993205852,0.006794148,0.917271714,0.082728286,0.933444139,0.066555861,0.910552061,0.089447939,329,230.78635,0
3FGL J0754.8+4824,-27.95026706,-27.61763876,2.1426964,0.130274294,4.032614715,-0.528682802,-0.58787188,-0.572793625,-0.61666307,30.157907,AGN,bll,1300.3013,PowerLaw,GB1 0751+485,0.999615342,3.85E-04,0.989003774,0.010996226,0.993602712,0.006397288,0.988349344,0.011650656,284,170.53761,0
3FGL J0756.3-6433,-29.19682423,-27.70105996,2.2169576,-0.475876119,3.797586023,-0.628847578,-0.665676013,-0.604439275,-0.393299709,-17.759228,AGN,bcu,1628.5342,PowerLaw,SUMSS J075625-643031,0.99990319,9.68E-05,0.988735993,0.011264007,0.999121232,8.79E-04,0.998195835,0.001804165,302,277.2701,0
3FGL J0757.0+0956,-27.02121033,-27.34064151,2.1818593,0.868069682,4.783978077,-0.62113101,-0.613695508,-0.607548747,-0.615767708,19.055567,AGN,bll,1086.1827,PowerLaw,PKS 0754+100,0.999919228,8.08E-05,0.982809007,0.017190993,0.989745955,0.010254045,0.993711101,0.006288899,287,211.30598,0
3FGL J0758.1+1130,-29.95350947,-27.82151659,2.1646845,0.722449202,3.785001055,0.516983894,-0.728164312,-0.285179811,-0.852793048,19.958426,AGN,fsrq,1834.429,PowerLaw,TXS 0755+117,0.998583334,0.001416666,0.952705226,0.047294774,0.951447002,0.048552998,0.958127276,0.041872724,313,209.93199,0
3FGL J0758.7+3747,-29.82862963,-27.98142803,2.1555884,-0.302290308,3.883032904,0.719058669,-0.536054513,-0.63892787,-0.586551418,28.876797,AGN,rdg,1563.6641,PowerLaw,NGC 2484,0.999692781,3.07E-04,0.989902165,0.010097835,0.998355181,0.001644819,0.994282849,0.005717151,282,182.6866,0
3FGL J0758.9+2705,-29.15063592,-27.82732343,2.132376,0.79263064,3.565635818,-0.718418055,-0.404664479,-0.438672933,-0.841023207,25.948471,AGN,bll,1518.9329,PowerLaw,SDSS J075846.99+270515.5,0.982061734,0.017938266,0.9028799,0.0971201,0.822282078,0.177717922,0.842209257,0.157790743,315,194.28563,0
3FGL J0800.9+4401,-27.86033177,-27.8979691,2.378098,0.556449237,4.013078016,-0.509127101,-0.613073143,-0.61204528,-0.868128505,30.536345,AGN,bll,881.8377,PowerLaw,B3 0757+441,0.993211673,0.006788327,0.975100831,0.024899169,0.964085009,0.035914991,0.891333585,0.108666415,287,175.75667,0
3FGL J0802.0+1005,-30.15201204,-27.82901289,2.1457658,0.298815021,3.762474884,0.655337842,-0.374338561,-0.7934483,-0.357781943,20.213179,AGN,bll,2010.2141,PowerLaw,NVSS J080204+100639,0.999033199,9.67E-04,0.983588945,0.016411055,0.990282205,0.009717795,0.972765238,0.027234762,310,211.72536,0
3FGL J0803.3-0339,-28.90980052,-27.42122797,1.9962784,0.30168549,4.241759896,-0.507335098,-0.537845872,-0.413574382,-0.598441738,14.177804,AGN,bcu,1900.8683,PowerLaw,TXS 0800-034,0.99991272,8.73E-05,0.985602936,0.014397064,0.994926779,0.005073221,0.998449573,0.001550427,310,224.67227,0
3FGL J0804.0-3629,-31.02062904,-27.10514644,1.8285054,1.270852645,4.060856425,-0.595638147,0.998763026,-0.228526192,-0.579428274,-2.7608292,AGN,bcu,5365.8403,PowerLaw,NVSS J080405-362919,0.971402968,0.028597032,0.705767762,0.294232238,0.932111604,0.067888396,0.942834962,0.057165038,323,253.05035,4
3FGL J0804.4+0418,-27.40421731,-27.80518518,2.5662808,-0.074216293,4.096489094,-0.544576943,-0.876504423,-0.576803741,-0.383674225,18.184084,AGN,bcu,639.99384,PowerLaw,MG1 J080357+0420,0.999953345,4.67E-05,0.989336933,0.010663067,0.999280229,7.20E-04,0.994549939,0.005450061,301,217.49841,0
3FGL J0805.0-0622,-31.21217609,-27.45133921,1.8950008,-0.098897115,4.039709092,-0.940439459,0.012707983,-0.585613825,-0.030440536,13.20677,AGN,bcu,4505.389,PowerLaw,1RXS J080458.3-062432,0.999817539,1.82E-04,0.989173326,0.010826674,0.999216676,7.83E-04,0.998601572,0.001398428,307,227.31367,0
3FGL J0805.2-0112,-27.50656069,-27.72011368,2.3398216,0.508171926,4.812424123,-0.397861783,-0.752344575,-0.55528879,-0.771749363,15.79523,AGN,fsrq,879.54517,PowerLaw,PKS B0802-010,0.999959265,4.07E-05,0.986656936,0.013343064,0.996972121,0.003027879,0.99300903,0.00699097,308,222.69376,0
3FGL J0805.4+6144,-24.60447297,-27.88826988,2.7484026,1.267907256,5.842900326,-0.621531171,-0.857301285,-0.845682244,-0.999635791,32.3665,AGN,fsrq,338.66812,PowerLaw,TXS 0800+618,0.999716733,2.83E-04,0.981805201,0.018194799,0.993848575,0.006151425,0.978282522,0.021717478,312,155.03922,0
