_RAJ2000,_DEJ2000,3FGL 3FGL,Sig,Flux,RAJ2000,DEJ2000,LR-P,LRPred,RF-P,RFPred,PSR-Out,AGN-Out,BLR-PSR-P,BLR-PSR-Pred,RF-PSR-P,RF-PSR-Pred,Simbad
262.964,-30.0214,3FGL J1731.8-3001,10.26,9.7E-14,262.964,-30.0214,0.37,PSR,0.11,AGN,114.49,0.18,0.87,YNG,0.7,YNG,Simbad
262.985,54.4817,3FGL J1731.9+5428,7.11,1.1E-11,262.985,54.4817,0.09,PSR,0.05,AGN,257.39,10.57,0.04,MSP,0.3,MSP,Simbad
263.123,-27.1501,3FGL J1732.4-2709,6.14,3.8E-13,263.123,-27.1501,0.0,AGN,0.21,PSR,88.14,2.11,0.96,YNG,0.71,YNG,Simbad
263.134,-31.5152,3FGL J1732.5-3130,58.02,1.5E-11,263.134,-31.5152,1.0,PSR,0.97,PSR,-0.57,3172.14,0.99,YNG,0.94,YNG,Simbad
263.149,-50.8011,3FGL J1732.5-5048,6.71,1.0E-12,263.149,-50.8011,0.12,PSR,0.72,PSR,30.66,61.57,0.25,MSP,0.26,MSP,Simbad
263.183,59.2473,3FGL J1732.7+5914,4.49,1.4E-14,263.183,59.2473,0.0,AGN,0.01,AGN,198.6,0.2,0.02,,0.2,,Simbad
263.256,-13.0858,3FGL J1733.0-1305,36.81,3.7E-11,263.256,-13.0858,0.0,AGN,0.01,AGN,197.57,0.37,0.49,,0.66,,Simbad
263.383,-28.1941,3FGL J1733.5-2811,5.15,3.4E-13,263.383,-28.1941,0.06,AGN,0.42,PSR,48.72,15.36,0.96,YNG,0.72,YNG,Simbad
263.385,-39.6994,3FGL J1733.5-3941,6.52,1.7E-13,263.385,-39.6994,0.0,AGN,0.01,AGN,116.49,-0.59,0.24,,0.43,,Simbad
263.464,-60.9335,3FGL J1733.8-6056,9.15,3.5E-12,263.464,-60.9335,0.0,AGN,0.01,AGN,190.61,0.88,0.01,,0.28,,Simbad
263.586,38.9775,3FGL J1734.3+3858,34.65,6.9E-12,263.586,38.9775,0.0,AGN,0.0,AGN,124.33,1.22,0.16,,0.25,,Simbad
263.695,-29.5073,3FGL J1734.7-2930,8.97,1.1E-12,263.695,-29.5073,0.15,PSR,0.25,PSR,57.41,13.14,0.99,YNG,0.82,YNG,Simbad
263.862,-11.3088,3FGL J1735.4-1118,7.74,1.1E-13,263.862,-11.3088,0.0,AGN,0.0,AGN,110.67,-0.58,0.05,,0.24,,Simbad
264.019,-27.0201,3FGL J1736.0-2701,8.27,2.5E-12,264.019,-27.0201,0.97,PSR,0.6,PSR,39.48,557.02,0.81,YNG,0.5,YNG,Simbad
264.02,20.5619,3FGL J1736.0+2033,12.24,3.6E-14,264.02,20.5619,0.01,AGN,0.0,AGN,123.44,-0.17,0.05,,0.2,,Simbad
264.055,-44.7466,3FGL J1736.2-4444,16.97,4.4E-12,264.055,-44.7466,0.92,PSR,0.59,PSR,39.77,106.6,0.06,MSP,0.25,MSP,Simbad
264.124,6.5678,3FGL J1736.4+0634,9.37,9.0E-12,264.124,6.5678,0.02,AGN,0.0,AGN,188.29,2.08,0.5,,0.39,,Simbad
264.132,-28.654,3FGL J1736.5-2839,8.89,8.3E-12,264.132,-28.654,0.18,PSR,0.53,PSR,13.01,57.15,0.96,YNG,0.74,YNG,Simbad
264.348,-32.2396,3FGL J1737.3-3214c,5.85,1.9E-13,264.348,-32.2396,0.48,PSR,0.39,PSR,37.28,6.8,0.96,YNG,0.83,YNG,Simbad
264.476,-25.1858,3FGL J1737.9-2511,10.73,1.1E-11,264.476,-25.1858,0.97,PSR,0.54,PSR,12.1,68.06,1.0,YNG,0.68,YNG,Simbad
264.759,87.2767,3FGL J1739.0+8716,11.43,6.3E-13,264.759,87.2767,0.0,AGN,0.0,AGN,136.96,-0.47,0.02,,0.2,,Simbad
264.873,49.9269,3FGL J1739.4+4955,22.53,2.7E-12,264.873,49.9269,0.0,AGN,0.0,AGN,136.49,0.05,0.12,,0.25,,Simbad
264.99,-31.4029,3FGL J1739.9-3124c,5.09,3.9E-13,264.99,-31.4029,0.96,PSR,0.82,PSR,13.08,1020.89,0.88,YNG,0.92,YNG,Simbad
265.085,52.1909,3FGL J1740.3+5211,29.27,1.1E-11,265.085,52.1909,0.0,AGN,0.0,AGN,130.57,0.26,0.12,,0.39,,Simbad
265.086,47.6083,3FGL J1740.3+4736,6.25,2.4E-14,265.086,47.6083,0.0,AGN,0.0,AGN,102.92,-0.72,0.02,,0.11,,Simbad
265.103,53.784,3FGL J1740.4+5347,6.04,3.5E-14,265.103,53.784,0.0,AGN,0.0,AGN,118.72,-0.71,0.02,,0.14,,Simbad
265.125,-28.717,3FGL J1740.5-2843,15.13,1.6E-11,265.125,-28.717,1.0,PSR,0.76,PSR,14.47,1287.55,0.99,YNG,0.95,YNG,Simbad
265.134,-27.45,3FGL J1740.5-2726,12.75,1.8E-11,265.134,-27.45,1.0,PSR,0.7,PSR,4.58,489.88,1.0,YNG,0.89,YNG,Simbad
265.137,-26.7115,3FGL J1740.5-2642,8.79,1.6E-12,265.137,-26.7115,1.0,PSR,0.82,PSR,18.76,1994.23,0.49,MSP,0.51,YNG,Simbad
265.213,-19.5652,3FGL J1740.8-1933,4.28,8.7E-14,265.213,-19.5652,0.0,AGN,0.0,AGN,114.09,-0.66,0.49,,0.4,,Simbad
265.215,-67.9278,3FGL J1740.8-6755,5.21,1.1E-12,265.215,-67.9278,0.0,AGN,0.0,AGN,175.38,-0.38,0.0,,0.21,,Simbad
265.29,-30.8939,3FGL J1741.1-3053,11.39,2.6E-12,265.29,-30.8939,0.97,PSR,0.78,PSR,1.84,750.5,0.99,YNG,0.85,YNG,Simbad
265.357,9.6377,3FGL J1741.4+0938,5.24,5.2E-12,265.357,9.6377,0.29,PSR,0.06,AGN,203.87,10.95,0.22,MSP,0.3,MSP,Simbad
265.385,13.8552,3FGL J1741.5+1351,5.53,3.4E-13,265.385,13.8552,0.2,PSR,0.73,PSR,26.38,160.91,0.02,MSP,0.04,MSP,Simbad
265.476,-25.6624,3FGL J1741.9-2539,7.33,2.0E-13,265.476,-25.6624,0.17,PSR,0.06,AGN,155.29,2.68,0.99,YNG,0.76,YNG,Simbad
265.491,-20.9139,3FGL J1741.9-2054,67.53,6.1E-11,265.491,-20.9139,1.0,PSR,1.0,PSR,-0.64,3327.9,1.0,YNG,0.96,YNG,Simbad
265.573,59.7929,3FGL J1742.2+5947,8.89,3.1E-13,265.573,59.7929,0.0,AGN,0.0,AGN,130.53,-0.65,0.02,,0.17,,Simbad
265.622,-72.618,3FGL J1742.4-7237,5.15,1.5E-11,265.622,-72.618,0.0,AGN,0.01,AGN,232.06,0.22,0.0,,0.22,,Simbad
265.665,-33.3562,3FGL J1742.6-3321,15.31,5.4E-12,265.665,-33.3562,1.0,PSR,0.83,PSR,1.49,949.64,1.0,YNG,0.9,YNG,Simbad
265.987,19.5817,3FGL J1743.9+1934,9.89,4.3E-14,265.987,19.5817,0.01,AGN,0.0,AGN,139.08,-0.48,0.05,,0.16,,Simbad
265.993,-13.1788,3FGL J1743.9-1310,4.98,2.1E-13,265.993,-13.1788,0.64,PSR,0.56,PSR,45.95,66.89,0.05,MSP,0.16,MSP,Simbad
266.045,-76.3286,3FGL J1744.1-7619,32.85,5.2E-12,266.045,-76.3286,1.0,PSR,0.96,PSR,-0.37,2250.6,0.05,MSP,0.26,MSP,Simbad
266.076,-3.8981,3FGL J1744.3-0353,4.83,1.7E-13,266.076,-3.8981,0.02,AGN,0.0,AGN,127.34,0.01,0.16,,0.23,,Simbad
266.134,-11.5536,3FGL J1744.5-1133,27.63,1.5E-11,266.134,-11.5536,1.0,PSR,1.0,PSR,-0.66,2960.7,0.87,YNG,0.7,YNG,Simbad
266.136,-25.1003,3FGL J1744.5-2506,7.72,5.7E-12,266.136,-25.1003,0.91,PSR,0.53,PSR,32.01,71.59,0.96,YNG,0.64,YNG,Simbad
266.18,-30.7195,3FGL J1744.7-3043,6.58,8.2E-13,266.18,-30.7195,0.82,PSR,0.73,PSR,17.4,164.25,0.88,YNG,0.86,YNG,Simbad
266.181,-22.8695,3FGL J1744.7-2252,10.05,2.2E-11,266.181,-22.8695,0.95,PSR,0.47,PSR,10.04,105.3,0.55,YNG,0.52,YNG,Simbad
266.215,-15.9588,3FGL J1744.8-1557,4.82,8.9E-13,266.215,-15.9588,0.86,PSR,0.43,PSR,131.85,78.4,0.05,MSP,0.29,MSP,Simbad
266.248,-17.433,3FGL J1744.9-1725,11.78,1.7E-13,266.248,-17.433,0.0,AGN,0.0,AGN,123.75,-0.73,0.05,,0.32,,Simbad
266.297,-30.1994,3FGL J1745.1-3011,13.65,1.4E-11,266.297,-30.1994,1.0,PSR,0.77,PSR,6.39,718.9,0.99,YNG,0.88,YNG,Simbad
266.343,-29.063,3FGL J1745.3-2903c,20.66,1.3E-11,266.343,-29.063,1.0,PSR,0.87,PSR,1.07,1652.12,0.97,YNG,0.96,YNG,Simbad
266.352,-7.9004,3FGL J1745.4-0754,9.73,6.0E-14,266.352,-7.9004,0.01,AGN,0.0,AGN,132.9,-0.61,0.05,,0.18,,Simbad
266.373,47.3506,3FGL J1745.4+4721,5.81,1.6E-12,266.373,47.3506,0.0,AGN,0.0,AGN,160.38,0.1,0.12,,0.34,,Simbad
266.379,10.2843,3FGL J1745.5+1017,13.65,9.0E-13,266.379,10.2843,0.99,PSR,0.9,PSR,5.16,803.26,0.05,MSP,0.09,MSP,Simbad
266.416,-28.9948,3FGL J1745.6-2859c,11.97,3.3E-12,266.416,-28.9948,0.99,PSR,0.54,PSR,34.71,12.54,0.96,YNG,0.87,YNG,Simbad
266.439,39.867,3FGL J1745.7+3952,5.32,2.8E-15,266.439,39.867,0.0,AGN,0.0,AGN,156.78,-0.36,0.01,,0.23,,Simbad
266.594,-28.8627,3FGL J1746.3-2851c,20.99,3.5E-12,266.594,-28.8627,1.0,PSR,0.85,PSR,1.67,1506.01,0.9,YNG,0.85,YNG,Simbad
266.652,4.5595,3FGL J1746.6+0433,4.4,9.2E-13,266.652,4.5595,0.0,AGN,0.03,AGN,199.93,3.48,0.16,,0.3,,Simbad
266.706,-32.6688,3FGL J1746.8-3240,26.35,1.4E-11,266.706,-32.6688,1.0,PSR,1.0,PSR,-0.33,2660.63,1.0,YNG,0.99,YNG,Simbad
266.756,-35.1072,3FGL J1747.0-3506,11.7,1.6E-11,266.756,-35.1072,0.18,PSR,0.17,AGN,139.52,4.32,0.24,MSP,0.5,YNG,Simbad
266.775,-28.4819,3FGL J1747.0-2828,20.26,6.2E-11,266.775,-28.4819,1.0,PSR,0.73,PSR,2.92,408.26,1.0,YNG,0.99,YNG,Simbad
266.785,1.6547,3FGL J1747.1+0139,4.98,3.5E-12,266.785,1.6547,0.47,PSR,0.03,AGN,333.56,12.48,0.5,YNG,0.34,MSP,Simbad
266.819,-29.982,3FGL J1747.2-2958,34.28,1.3E-11,266.819,-29.982,1.0,PSR,0.99,PSR,-0.36,2062.45,0.99,YNG,0.98,YNG,Simbad
266.846,3.4129,3FGL J1747.3+0324,6.23,3.5E-13,266.846,3.4129,0.21,PSR,0.27,PSR,87.36,12.78,0.05,MSP,0.13,MSP,Simbad
266.922,-40.63,3FGL J1747.6-4037,10.05,1.2E-12,266.922,-40.63,0.49,PSR,0.71,PSR,29.24,116.75,0.06,MSP,0.1,MSP,Simbad
266.943,-29.0748,3FGL J1747.7-2904,6.98,1.1E-12,266.943,-29.0748,0.99,PSR,0.71,PSR,13.57,87.6,0.88,YNG,0.87,YNG,Simbad
267.012,-24.7875,3FGL J1748.0-2447,31.57,8.9E-12,267.012,-24.7875,1.0,PSR,0.78,PSR,1.24,521.5,0.99,YNG,0.93,YNG,Simbad
267.014,34.0895,3FGL J1748.0+3405,10.81,1.1E-12,267.014,34.0895,0.0,AGN,0.0,AGN,135.38,-0.05,0.12,,0.26,,Simbad
267.015,27.022,3FGL J1748.0+2701,5.07,1.9E-13,267.015,27.022,0.0,AGN,0.02,AGN,139.19,0.87,0.12,,0.19,,Simbad
267.092,-28.2589,3FGL J1748.3-2815c,15.11,8.8E-13,267.092,-28.2589,0.98,PSR,0.78,PSR,2.65,1164.81,0.97,YNG,0.83,YNG,Simbad
267.131,-39.2063,3FGL J1748.5-3912,9.26,1.1E-12,267.131,-39.2063,0.8,PSR,0.68,PSR,39.59,117.86,0.03,MSP,0.17,MSP,Simbad
267.169,70.0968,3FGL J1748.6+7005,52.69,3.4E-12,267.169,70.0968,0.0,AGN,0.0,AGN,157.79,-0.67,0.16,,0.32,,Simbad
267.236,-20.3544,3FGL J1748.9-2021,15.14,1.5E-11,267.236,-20.3544,0.84,PSR,0.45,PSR,51.15,52.72,0.88,YNG,0.59,YNG,Simbad
267.276,43.379,3FGL J1749.1+4322,19.33,1.6E-12,267.276,43.379,0.0,AGN,0.01,AGN,155.56,-0.56,0.02,,0.22,,Simbad
267.315,-29.1929,3FGL J1749.2-2911,11.72,2.2E-12,267.315,-29.1929,1.0,PSR,0.87,PSR,1.71,1948.07,0.97,YNG,0.85,YNG,Simbad
267.422,-31.5524,3FGL J1749.6-3133,7.25,3.9E-12,267.422,-31.5524,0.79,PSR,0.38,PSR,24.83,33.19,0.99,YNG,0.78,YNG,Simbad
267.448,-3.0865,3FGL J1749.7-0305,7.37,1.5E-12,267.448,-3.0865,0.61,PSR,0.51,PSR,73.0,96.76,0.07,MSP,0.22,MSP,Simbad
267.564,-37.0672,3FGL J1750.2-3704,10.39,1.5E-12,267.564,-37.0672,0.85,PSR,0.51,PSR,59.71,53.43,0.06,MSP,0.17,MSP,Simbad
267.743,-22.3448,3FGL J1750.9-2220,4.31,4.6E-13,267.743,-22.3448,0.0,AGN,0.1,AGN,179.12,1.38,0.96,,0.69,,Simbad
267.882,9.6578,3FGL J1751.5+0939,35.35,1.4E-11,267.882,9.6578,0.0,AGN,0.06,AGN,236.04,5.76,0.46,,0.42,,Simbad
268.386,-50.1701,3FGL J1753.5-5010,8.68,2.7E-12,268.386,-50.1701,0.0,AGN,0.01,AGN,171.5,2.44,0.25,,0.29,,Simbad
268.404,-44.793,3FGL J1753.6-4447,11.12,5.2E-13,268.404,-44.793,0.75,PSR,0.68,PSR,21.67,370.43,0.02,MSP,0.08,MSP,Simbad
268.5,-29.5059,3FGL J1754.0-2930,15.03,8.0E-12,268.5,-29.5059,0.99,PSR,0.65,PSR,6.46,220.73,1.0,YNG,0.8,YNG,Simbad
268.508,-25.6486,3FGL J1754.0-2538,16.84,1.3E-12,268.508,-25.6486,0.95,PSR,0.79,PSR,1.84,746.97,0.97,YNG,0.88,YNG,Simbad
268.518,-33.3634,3FGL J1754.0-3321,6.35,1.1E-12,268.518,-33.3634,0.09,AGN,0.22,PSR,78.32,7.38,0.24,MSP,0.36,MSP,Simbad
268.546,32.2082,3FGL J1754.1+3212,41.63,1.2E-12,268.546,32.2082,0.0,AGN,0.0,AGN,143.07,-0.42,0.16,,0.28,,Simbad
268.579,-64.4048,3FGL J1754.3-6424,7.18,9.8E-13,268.579,-64.4048,0.0,AGN,0.0,AGN,128.05,0.12,0.0,,0.2,,Simbad
269.077,55.3885,3FGL J1756.3+5523,10.07,4.6E-14,269.077,55.3885,0.0,AGN,0.0,AGN,127.9,-0.39,0.01,,0.21,,Simbad
269.246,70.5495,3FGL J1756.9+7032,5.51,2.7E-15,269.246,70.5495,0.0,AGN,0.0,AGN,142.6,-0.52,0.01,,0.2,,Simbad
269.29,15.5597,3FGL J1757.1+1533,4.53,7.0E-14,269.29,15.5597,0.13,PSR,0.3,PSR,38.27,16.94,0.02,MSP,0.05,MSP,Simbad
269.361,65.6017,3FGL J1757.4+6536,5.12,9.2E-14,269.361,65.6017,0.0,AGN,0.01,AGN,157.65,1.94,0.12,,0.24,,Simbad
269.428,-60.5062,3FGL J1757.7-6030,9.61,1.2E-13,269.428,-60.5062,0.25,PSR,0.5,PSR,19.76,38.7,0.0,MSP,0.08,MSP,Simbad
269.47,-31.4458,3FGL J1757.8-3126,6.02,1.0E-12,269.47,-31.4458,0.77,PSR,0.52,PSR,50.32,42.49,0.24,MSP,0.34,MSP,Simbad
269.705,-24.0367,3FGL J1758.8-2402,5.34,4.0E-14,269.705,-24.0367,0.22,PSR,0.38,PSR,42.85,8.21,0.96,YNG,0.77,YNG,Simbad
269.707,-23.7833,3FGL J1758.8-2346,7.31,1.1E-13,269.707,-23.7833,0.99,PSR,0.65,PSR,20.13,19.99,0.66,YNG,0.83,YNG,Simbad
269.713,-41.1362,3FGL J1758.8-4108,6.4,1.2E-13,269.713,-41.1362,0.09,AGN,0.03,AGN,118.07,0.55,0.02,,0.17,,Simbad
269.795,-48.372,3FGL J1759.1-4822,12.75,1.2E-12,269.795,-48.372,0.0,AGN,0.01,AGN,140.22,0.09,0.06,,0.21,,Simbad
269.814,-38.8107,3FGL J1759.2-3848,5.7,2.3E-13,269.814,-38.8107,0.88,PSR,0.57,PSR,41.55,88.22,0.06,MSP,0.24,MSP,Simbad
269.91,-21.6919,3FGL J1759.6-2141,5.15,2.2E-13,269.91,-21.6919,0.9,PSR,0.54,PSR,32.53,17.07,0.96,YNG,0.81,YNG,Simbad
270.023,-29.9262,3FGL J1800.0-2955,5.62,3.3E-12,270.023,-29.9262,0.49,PSR,0.32,PSR,61.49,16.99,0.93,YNG,0.69,YNG,Simbad
270.131,78.4618,3FGL J1800.5+7827,74.46,1.7E-11,270.131,78.4618,0.0,AGN,0.0,AGN,176.25,-0.58,0.16,,0.37,,Simbad
270.222,-24.0351,3FGL J1800.8-2402,17.48,7.8E-13,270.222,-24.0351,0.98,PSR,0.77,PSR,9.46,448.08,0.99,YNG,0.9,YNG,Simbad
270.34,-23.44,3FGL J1801.3-2326e,62.71,1.9E-11,270.34,-23.44,0.99,PSR,0.7,PSR,5.69,401.31,0.98,YNG,,,Simbad
270.388,-78.4243,3FGL J1801.5-7825,8.67,8.4E-12,270.388,-78.4243,0.0,AGN,0.0,AGN,175.26,0.01,0.0,,0.24,,Simbad
270.397,44.0534,3FGL J1801.5+4403,12.1,8.7E-12,270.397,44.0534,0.0,AGN,0.0,AGN,192.23,1.29,0.02,,0.27,,Simbad
270.4,-22.2198,3FGL J1801.6-2213,5.13,2.1E-14,270.4,-22.2198,0.47,PSR,0.34,PSR,66.97,8.15,0.97,YNG,0.81,YNG,Simbad
270.614,-30.7242,3FGL J1802.4-3043,6.03,8.5E-14,270.614,-30.7242,0.09,PSR,0.01,AGN,154.39,-0.2,0.02,MSP,0.29,MSP,Simbad
270.673,-39.6741,3FGL J1802.6-3940,63.57,4.8E-11,270.673,-39.6741,0.0,AGN,0.02,AGN,554.46,14.22,0.29,,0.58,,Simbad
270.783,-21.7869,3FGL J1803.1-2147,23.91,1.8E-12,270.783,-21.7869,1.0,PSR,0.97,PSR,-0.53,2677.11,0.99,YNG,0.96,YNG,Simbad
270.786,-27.467,3FGL J1803.1-2728,5.92,4.0E-13,270.786,-27.467,0.12,PSR,0.1,AGN,115.17,1.51,0.49,MSP,0.69,YNG,Simbad
270.843,-67.116,3FGL J1803.3-6706,10.47,4.5E-13,270.843,-67.116,0.04,AGN,0.06,AGN,111.06,1.73,0.0,,0.07,,Simbad
271.034,3.6974,3FGL J1804.1+0341,4.49,1.7E-13,271.034,3.6974,0.0,AGN,0.0,AGN,122.79,-0.65,0.16,,0.23,,Simbad
271.039,25.5427,3FGL J1804.1+2532,6.11,4.8E-12,271.039,25.5427,0.0,AGN,0.05,AGN,154.99,4.84,0.02,,0.2,,Simbad
271.13,-8.8421,3FGL J1804.5-0850,8.07,1.6E-11,271.13,-8.8421,0.08,AGN,0.13,AGN,207.36,1.9,0.22,,0.48,,Simbad
271.408,-21.6117,3FGL J1805.6-2136e,33.18,2.0E-12,271.408,-21.6117,0.91,PSR,0.51,PSR,21.46,40.5,0.98,YNG,,,Simbad
271.478,6.2376,3FGL J1805.9+0614,9.26,4.0E-13,271.478,6.2376,0.87,PSR,0.64,PSR,9.99,68.56,0.01,MSP,0.09,MSP,Simbad
271.479,34.1247,3FGL J1805.9+3407,4.57,1.0E-12,271.479,34.1247,0.05,AGN,0.06,AGN,125.15,6.29,0.04,,0.21,,Simbad
271.555,27.749,3FGL J1806.2+2744,4.31,7.3E-13,271.555,27.749,0.0,AGN,0.16,AGN,80.31,16.07,0.02,,0.11,,Simbad
271.681,-24.8551,3FGL J1806.7-2451,4.21,5.4E-14,271.681,-24.8551,0.2,PSR,0.19,PSR,162.85,5.08,0.97,YNG,0.78,YNG,Simbad
271.681,69.8179,3FGL J1806.7+6949,46.12,5.6E-12,271.681,69.8179,0.0,AGN,0.0,AGN,140.49,-0.42,0.05,,0.29,,Simbad
271.724,53.7806,3FGL J1806.8+5346,5.21,1.2E-12,271.724,53.7806,0.0,AGN,0.0,AGN,159.01,0.15,0.12,,0.34,,Simbad
271.888,-43.7191,3FGL J1807.5-4343,4.95,1.4E-13,271.888,-43.7191,0.62,PSR,0.4,PSR,38.38,35.97,0.02,MSP,0.15,MSP,Simbad
271.951,64.4552,3FGL J1807.8+6427,5.77,3.8E-14,271.951,64.4552,0.0,AGN,0.01,AGN,132.66,-0.53,0.02,,0.19,,Simbad
271.954,-50.1839,3FGL J1807.8-5011,4.46,3.7E-13,271.954,-50.1839,0.0,AGN,0.0,AGN,125.44,-0.01,0.01,,0.29,,Simbad
272.01,46.8679,3FGL J1808.0+4652,4.94,5.9E-15,272.01,46.8679,0.0,AGN,0.0,AGN,160.66,-0.47,0.01,,0.14,,Simbad
272.097,-33.9632,3FGL J1808.3-3357,8.72,1.1E-12,272.097,-33.9632,0.82,PSR,0.61,PSR,22.17,157.28,0.02,MSP,0.16,MSP,Simbad
272.101,-35.3291,3FGL J1808.4-3519,4.92,3.5E-13,272.101,-35.3291,0.94,PSR,0.59,PSR,47.85,250.13,0.06,MSP,0.27,MSP,Simbad
272.124,-37.0507,3FGL J1808.4-3703,4.51,1.6E-13,272.124,-37.0507,0.85,PSR,0.63,PSR,29.83,129.21,0.02,MSP,0.18,MSP,Simbad
272.141,-19.8719,3FGL J1808.5-1952,8.77,1.9E-12,272.141,-19.8719,0.99,PSR,0.87,PSR,8.96,2059.17,0.98,YNG,0.82,YNG,Simbad
272.273,35.2852,3FGL J1809.0+3517,5.44,3.1E-13,272.273,35.2852,0.0,AGN,0.01,AGN,147.98,-0.16,0.01,,0.21,,Simbad
272.315,-27.4281,3FGL J1809.2-2725,4.59,2.3E-13,272.315,-27.4281,0.04,AGN,0.06,AGN,154.1,1.71,0.24,,0.38,,Simbad
272.324,-20.2822,3FGL J1809.2-2016c,5.41,2.5E-13,272.324,-20.2822,0.92,PSR,0.67,PSR,23.45,44.08,0.96,YNG,0.81,YNG,Simbad
272.356,20.6776,3FGL J1809.4+2040,6.75,1.3E-14,272.356,20.6776,0.0,AGN,0.0,AGN,129.85,-0.58,0.02,,0.23,,Simbad
272.432,29.1577,3FGL J1809.7+2909,16.27,1.5E-13,272.432,29.1577,0.0,AGN,0.0,AGN,118.03,-0.73,0.01,,0.15,,Simbad
272.463,-23.5441,3FGL J1809.8-2332,129.46,7.3E-11,272.463,-23.5441,1.0,PSR,1.0,PSR,-0.62,2092.28,0.97,YNG,1.0,YNG,Simbad
272.545,-19.1679,3FGL J1810.1-1910,5.12,4.0E-14,272.545,-19.1679,0.03,AGN,0.35,PSR,60.73,4.23,0.88,YNG,0.72,YNG,Simbad
272.644,17.7203,3FGL J1810.5+1743,24.0,9.1E-12,272.644,17.7203,0.99,PSR,0.96,PSR,0.02,1611.14,0.46,MSP,0.46,MSP,Simbad
272.683,53.5885,3FGL J1810.7+5335,5.59,1.0E-14,272.683,53.5885,0.0,AGN,0.01,AGN,154.36,-0.22,0.01,,0.13,,Simbad
272.715,-24.2124,3FGL J1810.8-2412,6.21,2.5E-13,272.715,-24.2124,0.57,PSR,0.58,PSR,23.73,116.29,0.88,YNG,0.81,YNG,Simbad
272.72,16.1529,3FGL J1810.8+1609,9.43,2.3E-13,272.72,16.1529,0.0,AGN,0.0,AGN,102.53,-0.61,0.05,,0.15,,Simbad
272.818,3.6792,3FGL J1811.2+0340,11.15,3.0E-14,272.818,3.6792,0.03,AGN,0.0,AGN,118.69,0.23,0.05,,0.23,,Simbad
272.827,-19.4573,3FGL J1811.3-1927c,4.39,9.2E-14,272.827,-19.4573,0.97,PSR,0.58,PSR,25.47,15.75,0.87,YNG,0.8,YNG,Simbad
273.35,-12.7697,3FGL J1813.4-1246,76.18,9.5E-11,273.35,-12.7697,1.0,PSR,0.92,PSR,0.27,1343.18,0.99,YNG,0.99,YNG,Simbad
273.41,6.2445,3FGL J1813.6+0614,11.0,7.0E-14,273.41,6.2445,0.0,AGN,0.0,AGN,114.92,-0.4,0.05,,0.19,,Simbad
273.413,31.7324,3FGL J1813.6+3143,17.78,2.2E-12,273.413,31.7324,0.07,AGN,0.0,AGN,117.65,0.81,0.01,,0.27,,Simbad
273.413,-68.7634,3FGL J1813.6-6845,4.66,4.5E-13,273.413,-68.7634,0.02,AGN,0.08,AGN,139.59,5.41,0.01,,0.16,,Simbad
273.421,28.3364,3FGL J1813.6+2820,5.06,1.0E-13,273.421,28.3364,0.0,AGN,0.0,AGN,125.5,-0.53,0.01,,0.18,,Simbad
273.423,-11.8084,3FGL J1813.6-1148,11.84,6.5E-11,273.423,-11.8084,1.0,PSR,0.68,PSR,6.17,564.81,0.99,YNG,0.77,YNG,Simbad
273.514,-17.9612,3FGL J1814.0-1757c,5.37,7.8E-14,273.514,-17.9612,0.97,PSR,0.62,PSR,20.52,50.76,0.96,YNG,0.78,YNG,Simbad
273.545,-17.5817,3FGL J1814.1-1734c,9.02,1.3E-11,273.545,-17.5817,1.0,PSR,0.77,PSR,17.64,389.22,0.99,YNG,0.89,YNG,Simbad
273.794,59.3263,3FGL J1815.1+5919,6.16,2.5E-12,273.794,59.3263,0.07,AGN,0.04,AGN,176.12,6.9,0.04,,0.21,,Simbad
274.002,-64.1333,3FGL J1816.0-6407,9.92,3.2E-12,274.002,-64.1333,0.09,PSR,0.03,AGN,159.32,3.8,0.0,MSP,0.15,MSP,Simbad
274.059,-27.4461,3FGL J1816.2-2726,7.31,1.4E-12,274.059,-27.4461,0.09,PSR,0.13,AGN,131.81,4.51,0.06,MSP,0.22,MSP,Simbad
274.126,-11.7646,3FGL J1816.5-1145,5.9,5.0E-13,274.126,-11.7646,0.17,PSR,0.69,PSR,23.75,53.32,0.99,YNG,0.86,YNG,Simbad
274.132,45.2014,3FGL J1816.5+4512,22.12,2.3E-12,274.132,45.2014,0.94,PSR,0.9,PSR,1.71,1011.43,0.1,MSP,0.2,MSP,Simbad
274.233,-49.7446,3FGL J1816.9-4944,9.74,7.4E-13,274.233,-49.7446,0.13,PSR,0.14,AGN,67.94,16.73,0.0,MSP,0.13,MSP,Simbad
274.304,-17.6506,3FGL J1817.2-1739,6.42,2.8E-13,274.304,-17.6506,0.49,PSR,0.6,PSR,19.89,28.42,0.88,YNG,0.8,YNG,Simbad
274.342,-30.5522,3FGL J1817.3-3033,4.34,8.3E-14,274.342,-30.5522,0.0,AGN,0.01,AGN,126.47,-0.5,0.06,,0.29,,Simbad
274.434,25.5046,3FGL J1817.7+2530,4.66,2.0E-12,274.434,25.5046,0.02,AGN,0.01,AGN,159.62,3.65,0.02,,0.12,,Simbad
274.633,13.3374,3FGL J1818.5+1320,4.21,5.0E-14,274.633,13.3374,0.12,PSR,0.02,AGN,143.24,-0.06,0.0,MSP,0.13,MSP,Simbad
274.655,9.061,3FGL J1818.6+0903,13.66,2.4E-12,274.655,9.061,0.0,AGN,0.0,AGN,139.1,-0.05,0.05,,0.35,,Simbad
