Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,Flags_3FGL,Missing_Values_Flag,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,OTHER_BDT_S,OTHER_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,OTHER_NN_S,OTHER_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,OTHER_RF_S,OTHER_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S,OTHER_LR_S,OTHER_LR_STD_S
3FGL J0749.4+1059,209.470398,17.7952881,-26.0924685,-27.7463177,0.312587849,4.14955113,2.2030189,-0.723424069,-0.462247111,-0.604363882,-0.534582084,AGN,bcu,0,0,0.9987894051686043,0.001129648803277724,2.769776067610232E-4,2.3869155136608573E-4,9.336172246347204E-4,0.0010327421106564563,0.9899542077278076,0.009634122835030783,0.0034264147661011305,0.0034701454440675852,0.006619377506091402,0.008011912986725723,0.9840170242398689,0.007367408808720049,0.006721997822837157,0.00487290147021032,0.009260977937293868,0.004811480704783632,0.9781216248316049,0.011093958338597484,0.0029115828862095413,0.002388989050956818,0.01896679228218557,0.010536798590224156
3FGL J0750.6+1232,208.122574,18.730917,-25.1030757,-27.4385288,0.845338662,4.83425206,2.41124463,-0.427009058,-0.792083529,-0.589830357,-0.769636242,AGN,fsrq,0,0,0.9982210121574672,0.001756472065973779,4.2503350520670737E-4,3.515991547304709E-4,0.0013539543373262345,0.0016128521823482848,0.9901133826587636,0.009780683694172907,0.0036851131293921973,0.003790233062208807,0.006201504211844082,0.007753951264281681,0.9656291243572044,0.01455226884534926,0.011222126636771303,0.00712794770585656,0.023148749006024358,0.01157057632729825,0.9644374255890823,0.02403970403767558,0.003956910380855693,0.0036230670398454865,0.031605664030061896,0.023317098680907866
3FGL J0751.2+1806,202.757263,21.0930138,-25.0626763,-27.6585318,2.00538354,3.99212468,1.71690773,-0.407502238,-0.309299304,-0.605253037,-0.97287998,PSR,PSR,0,0,0.005888871713646087,0.005374794687138772,0.9890131165721431,0.009427773212344252,0.005098011714210837,0.005516878755492415,0.008490227145063233,0.014222711888431707,0.9644197984202919,0.05027482038086419,0.027089974434644882,0.04365984527097281,0.044379286034981445,0.024431265045354447,0.8943009531135734,0.033462908105921806,0.06131976085144526,0.020646609569782315,0.04751998055738904,0.022516273871990632,0.9227224724817736,0.0324646414038033,0.029757546960837274,0.019467041580333494
3FGL J0753.1+5353,164.195526,30.52248,-25.2486988,-27.6584968,-0.104589357,4.27063249,2.10594702,-0.274753029,-0.624777683,-0.537739132,-0.490179657,AGN,bll,0,0,0.9984391755829218,0.00117841426381637,2.6773921805648326E-4,1.9896397128467029E-4,0.0012930851990217136,0.0011064446109793867,0.9914679176926738,0.0077273833191772185,0.0034544226862355835,0.0034946594162794647,0.005077659621090514,0.006096610697894797,0.9753611979580745,0.011845998056152308,0.009221701235810311,0.006385912623137739,0.01541710080611493,0.008664569670832891,0.9793247096129576,0.013104928143027102,0.001127859433254623,0.0011078344528386264,0.01954743095378797,0.012910818709954572
3FGL J0754.4-1148,230.786346,8.23748016,-24.7429569,-27.2647928,0.836647248,3.8238787,2.11018634,-0.378916042,-0.607826972,-0.489092381,-0.583331403,AGN,bll,0,0,0.8134834443572841,0.11363638812972601,0.037007195451101024,0.029778050110067573,0.1495093601916149,0.10413397582683112,0.6499484220306002,0.20636093980045525,0.09313782303431678,0.07101134413624093,0.256913754935083,0.1805859746723499,0.8354325198879282,0.04931864374998522,0.057690514489549746,0.02440091790803489,0.10687696562252204,0.03777616002168134,0.623325928766042,0.06428124272179916,0.09460805662828771,0.05021476070154404,0.28206601460567027,0.06359924564397446
3FGL J0754.8+4824,170.537613,30.1579075,-25.1078215,-27.6176388,0.130274333,4.03261473,2.14269638,-0.528682802,-0.58787188,-0.572793625,-0.61666307,AGN,bll,0,0,0.9819114612362494,0.023143579307737604,0.004062061155183064,0.0068716729380753246,0.0140264776085676,0.019195331059498662,0.9757582875596602,0.019872655738185845,0.012041920089501165,0.010302472040756372,0.012199792350838604,0.014390083766718161,0.9436050071089018,0.025395383134606278,0.019541191540188147,0.010857884127830496,0.03685380135091011,0.01995968630522736,0.9318275036953094,0.03535175608956503,0.013780067930252157,0.010228747464112134,0.05439242837443844,0.03236265220262007
3FGL J0756.3-6433,277.270111,-17.7592278,-25.869628,-27.70106,-0.475876113,3.79758602,2.21695757,-0.628847578,-0.665676013,-0.604439275,-0.393299709,AGN,bcu,0,0,0.9314485697073298,0.067724994431513,0.0017676617614762417,0.0016847950856995553,0.06678376853119403,0.06724241260106448,0.9870575561910844,0.01319909958184784,0.0021686748594284874,0.002548674097119808,0.010773768949487233,0.01209135127341193,0.9350782144777836,0.027516185159079946,0.01732698839697972,0.00786626305308478,0.04759479712523669,0.022164503688546028,0.9685227254321005,0.015923061843330585,5.900392419465963E-4,6.307220072837341E-4,0.030887235325953014,0.01584113765559882
3FGL J0757.0+0956,211.305984,19.0555668,-24.5813875,-27.3406415,0.868069668,4.78397809,2.18185925,-0.62113101,-0.613695508,-0.607548747,-0.615767708,AGN,bll,0,0,0.9977756752155655,0.0018496267991440312,4.8533395309424573E-4,6.083129930109385E-4,0.0017389908313401913,0.001574936711207193,0.9873244057872862,0.010742831701569505,0.00501882424509369,0.004540454148553386,0.007656769967620226,0.008272811031766109,0.9760262640485973,0.010126114753137072,0.008030700552125215,0.005297281055323967,0.015943035399277636,0.00775260919738299,0.9494123206345922,0.027794776665113215,0.0073548322974220075,0.005704769084564473,0.04323284706798574,0.027500064465378695
3FGL J0758.1+1130,209.931992,19.9584255,-26.3724624,-27.8215166,0.722449217,3.78500105,2.16468453,0.516983894,-0.728164312,-0.285179811,-0.852793048,AGN,fsrq,0,0,0.9678456748143756,0.034753767688218744,0.013932275461896225,0.014918740386444015,0.018222049723728137,0.026958014370360352,0.9005216049637982,0.08536997528965487,0.0575173598633798,0.053921914057904065,0.041961035172822056,0.047273442007079586,0.8661478738676163,0.058660976302307134,0.06684632014474175,0.034280901222582864,0.06700580598764198,0.03829794020285449,0.8312043814552365,0.07436993469189372,0.05887047889973811,0.044237244200498474,0.10992513964502539,0.05648962077808993
3FGL J0758.7+3747,182.6866,28.8767967,-26.5925583,-27.9814281,-0.302290303,3.88303291,2.15558839,0.719058669,-0.536054513,-0.63892787,-0.586551418,AGN,rdg,0,0,0.9975274291623534,0.0026104757957657225,0.0013765776934274298,0.0016921541621742252,0.0010959931442191071,0.0017337607577392181,0.990466115842075,0.008858005052755634,0.004254466941625889,0.004362430969474639,0.0052794172162989855,0.006765383161361296,0.9649327513919435,0.015072862788610744,0.016430142366528032,0.010292712798065986,0.018637106241528537,0.008934622724144626,0.977744479336193,0.016684025797164787,0.003113414664864231,0.002860271279298712,0.0191421059989428,0.015480709753259173
3FGL J0758.9+2705,194.285629,25.9484711,-25.9731838,-27.8273234,0.792630632,3.56563584,2.13237596,-0.718418055,-0.404664479,-0.438672933,-0.841023207,AGN,bll,0,0,0.8078965295776926,0.14954980619293598,0.17014319286529317,0.14082834238760567,0.02196027755701424,0.02945717199863728,0.5530652877831355,0.18644588822459982,0.376696678537363,0.1748538674753008,0.07023803367950165,0.06100057696008847,0.81524193220335,0.06314745358255286,0.11828404460924845,0.04993567099635799,0.06647402318740157,0.02768823849921373,0.6613036801254037,0.10564087111200321,0.24605008654289431,0.10264650634344379,0.09264623333170205,0.04348208741570272
3FGL J0800.9+4401,175.756668,30.5363445,-25.9210906,-27.8979691,0.556449213,4.01307802,2.37809801,-0.509127101,-0.613073143,-0.61204528,-0.868128505,AGN,bll,0,0,0.9475694750078976,0.0389300168029555,0.04216329931828657,0.036573962730047524,0.0102672256738158,0.00885469501713451,0.9427703682520856,0.03489343291437569,0.035537244221370036,0.0224221164179641,0.021692387526544222,0.021399617198638417,0.9055411417717283,0.03553701325284268,0.05437411833787702,0.025504116037270666,0.04008473989039472,0.01722243087242167,0.8945318568729755,0.04065481297152136,0.057002355650257776,0.02186985587177458,0.04846578747676686,0.030203491880006487
3FGL J0802.0+1005,211.725357,20.2131786,-26.3757691,-27.8290129,0.298814994,3.76247492,2.14576578,0.655337842,-0.374338561,-0.7934483,-0.357781943,AGN,bll,0,0,0.9827804223268521,0.018390967013787743,0.013408967665958392,0.017087327762498272,0.003810610007189525,0.004709406348818744,0.9832743358105878,0.0226662582709757,0.0066185919257676674,0.009462820287787468,0.010107072263644613,0.017381133739524234,0.9275444882408942,0.032522815859988,0.041052318976036985,0.025271942299601474,0.0314031927830689,0.014091231624275273,0.9268765643777098,0.04248080251684551,0.0266781648676543,0.025681309822286523,0.04644527075463583,0.03380914815213889
3FGL J0803.3-0339,224.672272,14.177804,-25.2193596,-27.421228,0.301685488,4.24175994,1.99627841,-0.507335098,-0.537845872,-0.413574382,-0.598441738,AGN,bcu,0,0,0.9976146447336507,0.0026229605577295085,2.804680333131656E-4,2.1162313823114935E-4,0.0021048872330359804,0.0025515772602882963,0.9747298301661441,0.026078624383424637,0.0056132789112651685,0.00493654154025138,0.019656890922590608,0.024146670244504835,0.9768512323718658,0.012404864542084608,0.007271633060722126,0.005565289301858597,0.01587713456741221,0.00946126331743551,0.951800780167211,0.017494983909551797,0.0029403082177679413,0.0023408860443019097,0.045258911615021005,0.017153116636672405
3FGL J0804.0-3629,253.050354,-2.76082921,-25.289488,-27.1051464,1.27085264,4.06085643,1.8285054,-0.595638147,0.998763026,-0.228526192,-0.579428274,AGN,bcu,4,0,0.7692730115932066,0.15918874751466938,0.05511809358541804,0.047190887779528026,0.17560889482137532,0.15219128158100753,0.31824020286819477,0.27990478482501624,0.2473400243728662,0.18850118660687903,0.43441977275893906,0.25289805366713375,0.6983789977345402,0.0710662773489008,0.13084133749853666,0.045815924264763504,0.17077966476692313,0.05849483852144421,0.695292207373348,0.1419159737476685,0.21877474757652499,0.13454782127212112,0.08593304505012708,0.07081924412093675
3FGL J0804.4+0418,217.498413,18.1840839,-26.225791,-27.8051852,-0.0742162934,4.09648911,2.56628084,-0.544576943,-0.876504423,-0.576803741,-0.383674225,AGN,bcu,0,0,0.9986364947717579,0.0015006084282837484,1.9866380711781447E-4,2.300983759315559E-4,0.0011648414211242167,0.0014130504498500868,0.9913409121184225,0.010119683200264231,0.0030012245221577587,0.004180560780287056,0.005657863359419586,0.007305870168922186,0.9714339703669684,0.01237035406418546,0.007150164829449588,0.005438147544075738,0.021415864803581805,0.01046537081800529,0.985700517102493,0.009327724381539235,4.835474893197656E-4,5.890925886259048E-4,0.013815935408187126,0.009231417682867673
3FGL J0805.0-0622,227.313675,13.2067699,-25.8130687,-27.4513392,-0.0988970859,4.0397091,1.89500082,-0.940439459,0.012707983,-0.585613825,-0.030440536,AGN,bcu,0,0,0.9973384222790318,0.0020911717793726903,6.963653526344354E-4,5.707767230414842E-4,0.0019652123683337836,0.0018144683145605715,0.9803228507364252,0.02456933906638161,0.003041374018255271,0.004633785302813616,0.01663577524531953,0.022179291726589417,0.9678639333290013,0.015749348855640378,0.010886050090565843,0.00710244761819238,0.021250016580432823,0.012901163686251431,0.9904876751910999,0.006364924873438045,4.095207681586588E-4,6.17049304697837E-4,0.009102804040741255,0.006251892602748431
3FGL J0805.2-0112,222.693756,15.7952299,-25.5742776,-27.7201137,0.508171916,4.81242413,2.33982158,-0.397861783,-0.752344575,-0.55528879,-0.771749363,AGN,fsrq,0,0,0.9977473475257163,0.0034994356203312343,4.6366958429969803E-4,5.133377551920442E-4,0.0017889828899840061,0.0032890072756157846,0.988006937701403,0.01299338541853598,0.003143811338742598,0.0033325236822001397,0.008849250959854374,0.011309275098560648,0.9663409321431021,0.014727185086631381,0.01218731902021155,0.008148622498543083,0.021471748836686354,0.010898763629925803,0.9840964400475632,0.011443769988604958,0.0014683468464830231,0.001271767062437856,0.014435213105953762,0.011052204288532892
3FGL J0805.4+7534,138.888,30.791399,-24.8561281,-27.4511366,-1.66070926,4.55855032,1.91770744,-0.40243799,-0.494737375,-0.469867085,-0.272172651,AGN,bll,0,0,0.9997179388636385,1.8267794508164674E-4,7.783580175082627E-5,6.808750602691415E-5,2.042253346107631E-4,1.5809992705401537E-4,0.9945066251704462,0.005534303304956619,0.002258957393929626,0.0026191724823141273,0.0032344174356243077,0.0042043403632541,0.982043562060881,0.009902777413467633,0.0068384474343738495,0.006532263618861431,0.01111799050474541,0.006321533406713738,0.9969237908304799,0.0029954915593781487,8.334167439588822E-6,2.4411061059452112E-5,0.003067875002080381,0.002988765084047838
3FGL J0805.4+6144,155.039215,32.3665009,-25.1014108,-27.8882699,1.26790725,5.84290033,2.7484026,-0.621531171,-0.857301285,-0.845682244,-0.999635791,AGN,fsrq,0,0,0.9981100774118684,0.003030205151877713,0.0012570584855169497,0.002722394356331989,6.328641026145809E-4,0.0010189363593479477,0.9924077413882327,0.0067445136149812,0.0036620145887715097,0.0038876009298106948,0.003930244022995821,0.004231007222989456,0.942665704170875,0.025146548832244833,0.03964054321128104,0.02076492457082754,0.017693752617843988,0.01335891569293881,0.9901733700584865,0.011025113871571679,0.0034423023204017897,0.003846602833729886,0.006384327621111643,0.009913404039704482
3FGL J0806.6+5933,157.624435,32.5827713,-26.3874478,-27.9366143,-2.5621949,3.76999932,1.87989092,-0.998388683,0.977978515,-0.867743571,0.318522773,AGN,bll,0,0,0.9958218223304927,0.005559339467783146,0.003552434946349497,0.005448762209145737,6.257427231580212E-4,6.496613905861003E-4,0.9947711571944134,0.005767364645285502,0.00203485559931133,0.002765506314977312,0.0031939872062752587,0.004245865641800045,0.9588020787320581,0.02046178208116778,0.022794589261763587,0.017860792906180575,0.018403332006178198,0.008678988047399267,0.9995655576150912,9.032514465709602E-4,1.9293382405299358E-5,6.818150132569599E-5,4.1514900250339877E-4,9.003993785786913E-4
3FGL J0807.1-0541,226.976501,14.0015841,-24.7595862,-27.2614949,1.01892056,4.54918765,2.06820822,0.19978619,-0.516949914,-0.526505691,-0.695634643,AGN,bll,0,0,0.9935272072364592,0.008516363338789492,0.0017078169560043772,0.0023845594041816526,0.004764975807536507,0.006967855095306538,0.9469869986168161,0.05533653232749476,0.012413310483759411,0.011026749237073849,0.04059969089942437,0.04959699284461456,0.9307110713257397,0.03249327409634907,0.027069374636947353,0.01607631131639741,0.042219554037312805,0.025024982403235755,0.8788776910872687,0.050902354669782386,0.026564288338932825,0.01612806420460385,0.09455802057379849,0.04912521145373942
3FGL J0807.1+7744,136.409271,30.4570122,-26.1661298,-28.0908905,-0.807550309,4.44841349,2.43612552,-0.751549049,-0.686116107,-0.709680804,-0.563798419,AGN,bcu,0,0,0.9994986494815321,7.703277081310547E-4,3.065084136473788E-4,5.495979064058237E-4,1.9484210482038547E-4,3.2436197520196807E-4,0.9937875263595717,0.006184420037586193,0.0023311354286707233,0.002756701826906083,0.0038813382117575106,0.00468059885194654,0.9845938246393874,0.009408014821231875,0.007290480891889189,0.00798879642167222,0.008115694468723272,0.004694517377514975,0.9970759222924546,0.0025350547437100438,1.1275029331875526E-4,1.356610869653311E-4,0.002811327414226628,0.0024993621881982376
3FGL J0807.9+4946,169.235916,32.4510231,-26.1416378,-27.9478942,0.547049271,4.07965959,2.57189965,-0.581581701,-0.607022384,-0.999994613,-0.390252383,AGN,fsrq,0,0,0.9977417860839,0.002879616655966836,0.0015995833464879199,0.0023199887335268172,6.586305696120721E-4,0.001227953880838416,0.985848424655004,0.01531191868816882,0.007050531110665441,0.010361415029302613,0.007101044234330573,0.009323343928467549,0.9676035596013236,0.014346288395364974,0.013313321883295546,0.008491423268052333,0.01908311851538092,0.009997915326142474,0.9567926754500464,0.033089226656830326,0.02147944908529384,0.025336741797992002,0.021727875464659683,0.022054846416862058
3FGL J0808.2-0751,229.045166,13.1697741,-23.1862198,-26.6592813,1.78334767,7.66739528,1.92716231,-0.456499504,-0.559215561,-0.5768951,-0.698301536,AGN,fsrq,0,0,0.9956383287933849,0.004712692698058755,0.0010544381868748843,0.0012274338366551729,0.0033072330197403046,0.004182471896340619,0.9876300010794572,0.020857795061037097,0.0017920009085741302,0.002692494005513163,0.010577998011968771,0.01974634431708459,0.8752798983543861,0.0470437041576026,0.047855815673497226,0.026768743949719273,0.07686428597211674,0.03667138159466698,0.9983951762892977,0.002818431263626445,1.276416200778726E-5,3.534372118608655E-5,0.0015920595486945406,0.0028083037583676055
3FGL J0809.5+4045,179.823288,31.5429153,-26.1782145,-27.8231978,-1.04745311,4.20775903,2.64992833,-0.675729742,-0.796222635,-0.508608447,-0.999873822,AGN,fsrq,0,0,0.9994174051863856,8.335537320009453E-4,9.269334486193317E-5,1.1350388100549782E-4,4.899014687524815E-4,7.706893441255643E-4,0.9908689575768054,0.008287910087785332,0.00414541725076692,0.004190647287226411,0.00498562517242764,0.00555606840254002,0.9814591941697621,0.00806301407914111,0.007850414498659277,0.0040775247021686,0.01069039133157874,0.006229646110078324,0.9858344335843338,0.010056270452287939,7.963342698690961E-4,0.0011217364692874096,0.013369232145797267,0.009607588067327729
3FGL J0809.5+5342,164.586197,32.9356194,-25.9247937,-27.9093469,0.130524516,4.48496969,2.40681672,-0.488517651,-0.686504953,-0.777322505,-0.431993095,AGN,fsrq,0,0,0.9992097345980372,7.376243999284821E-4,3.561175861397359E-4,4.644926887228754E-4,4.34147815823084E-4,4.723573208543835E-4,0.9929835301266788,0.006714713336315163,0.0030112694180771658,0.0032821223074790996,0.0040052004552440495,0.004924918940551937,0.9782610739541476,0.009821518341875843,0.00923772800250849,0.006669441599515389,0.01250119804334373,0.0054815124947191,0.9918893031188868,0.007594002550229534,7.415612774533061E-4,8.876181142256917E-4,0.007369135603659994,0.007490925703878425
3FGL J0809.6+3456,186.461319,30.350399,-26.1279153,-27.6068944,0.024123712,3.85211948,1.669029,-0.133445441,0.98829316,-0.313347076,-0.55196487,AGN,bll,0,0,0.9966915274400919,0.003911058429188953,9.436828347650337E-4,0.001208483441832547,0.0023647897251430766,0.003205724117606732,0.9759623890439316,0.026812152484702565,0.013195734180353904,0.017714460426835707,0.010841876775714524,0.014249631068893043,0.9653632291419336,0.016485419142046005,0.01608533462059197,0.011012804376660435,0.01855143623747445,0.011164982198051121,0.9505936932348111,0.0401304429829247,0.030273253472351304,0.03318790131196026,0.01913305329283758,0.01948017791727943
3FGL J0809.8+5218,166.255493,32.909893,-23.6490308,-26.7856421,0.131992021,6.1844627,1.87610543,-0.549354621,-0.425823416,-0.434242929,-0.375587428,AGN,bll,0,0,0.9994253376678266,6.184676119994167E-4,8.909786537512902E-5,8.907986010403971E-5,4.8556446679841667E-4,5.731239774255681E-4,0.9948614623555195,0.00554503653121801,0.0019208627499545936,0.0025429972352995927,0.003217674894525901,0.004016799716524451,0.9751676775066502,0.01585545208899044,0.005890538106662662,0.006416674883403381,0.01894178438668704,0.013731288014148553,0.9978999401997475,0.0022687936715444198,4.370378132102527E-6,9.392867382088234E-6,0.0020956894221203694,0.002266904613054786
3FGL J0811.2-7529,288.278564,-21.4297886,-24.2839358,-27.0641021,-0.0357734168,3.80681829,1.9477731,-0.49685464,-0.496084563,-0.437793897,-0.498413129,AGN,bll,0,0,0.9466841739968446,0.04958178557766072,0.004459145941562334,0.0066479725975437075,0.048856680061593084,0.04712328020860631,0.9482331238224715,0.07135717607168748,0.015686912803532745,0.02781054253535713,0.03607996337399573,0.05103512460127106,0.8395964691731647,0.04971235306147571,0.04013128907421536,0.017927572572930674,0.12027224175262001,0.04205086176597335,0.7257904954278707,0.08850134032452078,0.010261959488542576,0.010259254727318262,0.26394754508358675,0.08730966057135826
3FGL J0811.3+0146,220.700134,18.5574303,-24.3081412,-27.2128607,0.699416256,5.32064035,2.15847349,-0.477112497,-0.614757953,-0.526652824,-0.659057169,AGN,bll,0,0,0.9986277324917144,0.0010883729436842284,1.929483533951E-4,1.160962288823099E-4,0.00117931915489043,0.001057730162597797,0.992677761788658,0.008378458820737436,0.0023312299979168366,0.002840620313975134,0.004991008213425166,0.007237296087342293,0.9791042428316294,0.008674159051284047,0.006251527314966438,0.003430858902591496,0.014644229853404073,0.006960706336536948,0.9839665465008148,0.012742801017246657,6.715450124103551E-4,8.288019466027137E-4,0.015361908486774836,0.01265714127806275
3FGL J0812.0+0237,219.988541,19.0907803,-26.027317,-27.5058903,-3.95411517,3.93794405,1.71994936,-0.633725379,-0.545395242,-0.326812331,-0.153046894,AGN,bll,0,0,0.9993020370412052,0.0011485580276956744,1.2984561267182635E-4,2.3169070329748657E-4,5.681173461228439E-4,9.5471760374554E-4,0.984636807850598,0.03568147408273988,0.001610232915815909,0.002574344081149631,0.013752959233585979,0.03491831259530711,0.9807005077620808,0.008737422936699716,0.0057799087535288585,0.0040631486834389096,0.013519583484390125,0.0071519749629589515,0.9989636929998705,0.0014066798338097696,3.188154110266735E-8,9.626614946020402E-8,0.0010362751185883762,0.0014066575013016163
3FGL J0812.9+5555,161.938004,33.4606476,-26.5511963,-28.0572249,-0.0729032446,3.56836633,2.11095357,-0.584478226,-0.62984058,-0.590148086,-0.361346762,AGN,bll,0,0,0.9938593917667158,0.005279439063300718,0.001151020721234991,0.0012250818150465474,0.004989587512049114,0.004843273352895929,0.9866392317643733,0.01343647403705658,0.006741615579514914,0.008332704281717486,0.006619152656111864,0.007414117576222132,0.9610884693652876,0.014693287875753119,0.012597955319233472,0.006304372475317703,0.026313575315478933,0.011309868914211381,0.9779451269592663,0.013497761914431604,0.002993587111669148,0.00330170803459705,0.019061285929064385,0.012527976565848085
3FGL J0813.3+6509,150.908554,33.0014763,-26.5569235,-27.8306994,0.246928226,3.66534953,2.19662523,-0.844916954,-0.423063046,-0.534207427,-0.773509881,AGN,bcu,0,0,0.9852057949313386,0.013715833141588658,0.008221547454998708,0.008449568640921053,0.0065726576136626875,0.008468140974346009,0.9711554372755647,0.02047011746990404,0.01564622863184272,0.01146545107997092,0.013198334092592615,0.013907221809711866,0.9434244041634737,0.022771504168052153,0.024334558037043715,0.013957959877504722,0.03224103779948261,0.01426297555541895,0.934400879571842,0.028109819579600175,0.023513036759165808,0.013313494195027227,0.042086083668992066,0.022140631076452016
3FGL J0814.1-1012,231.889282,13.2138338,-24.9770878,-27.2989282,0.167798682,4.32346175,2.07139659,-0.682975182,-0.643632122,-0.422800893,-0.508313951,AGN,bll,0,0,0.9953490232395581,0.038862162644900146,2.466748526341568E-4,0.001601240921248404,0.004404301907807754,0.037265599314634044,0.9759695528449854,0.026885416587297116,0.003914774166255049,0.003751526206647082,0.020115672988759353,0.025441564145935472,0.9676696078722687,0.02043513045919355,0.007598514615112105,0.005926239881810101,0.024731877512619037,0.017391391284513235,0.961766242855388,0.016855732586203893,9.061540192829512E-4,9.715951286925045E-4,0.037327603125328825,0.016690250052976318
3FGL J0814.5+2943,192.610977,30.0274582,-26.4755335,-27.9197404,0.614576081,3.66359441,1.93887985,-0.966450152,0.76734892,-0.526902354,-0.658931265,AGN,bll,0,0,0.9855054672593072,0.013013981506615254,0.0074202472490865895,0.007106878520746734,0.007074285491606208,0.009398538263117784,0.8142800616524976,0.15961597645162398,0.14743714407869557,0.14126508787350434,0.0382827942688069,0.04227887535994152,0.9654822015281641,0.014490647943351477,0.012900515118702084,0.006803769479972622,0.021617283353133804,0.01066560807400198,0.704188720652975,0.12240845131896808,0.27526022504806363,0.12276134049153377,0.02055105429896139,0.01894481977650762
3FGL J0814.7+6428,151.704971,33.2139244,-24.5584335,-27.4914635,-2.2312395,4.99480406,2.29686689,-0.577563323,-0.691160348,-0.521447148,-0.60336566,AGN,bll,0,0,0.9994005197434027,5.280949875016334E-4,8.59260129310732E-5,6.973627191899714E-5,5.13554243666213E-4,5.050327736844532E-4,0.9944659909467616,0.005838427083488074,0.0021693085466132846,0.002799762076517954,0.003364700506625141,0.0043374526583052605,0.983158804358012,0.007210984607771537,0.003980117432117692,0.002055936419652159,0.012861078209870345,0.006367323663109345,0.9982458497012935,0.0022980456452395747,3.713762761063325E-6,1.110764683762374E-5,0.0017504365359454132,0.0022942288949206148
3FGL J0816.4-1311,234.793228,12.1280565,-24.3878671,-26.8740846,0.7770749,4.46845598,1.77683401,0.002961039,-0.557147742,-0.214655282,-0.426548457,AGN,bll,0,0,0.9947799322923933,0.005480782082778604,3.5021844246916424E-4,3.930861002171479E-4,0.004869849265137633,0.005376284887370124,0.9700438968860654,0.0330053792001229,0.00500176843583825,0.0053715617210317625,0.024954334678096317,0.03059711147571446,0.9296104012314496,0.0347574496178516,0.013429703224396588,0.009519238317224201,0.05695989554415387,0.03132655796812669,0.8786085183357412,0.0431524313887278,0.0029533729787224994,0.0037729004738862744,0.11843810868553632,0.04269548120082774
3FGL J0816.5+2049,202.418777,27.6491909,-26.5985151,-27.9356091,0.189769407,3.70240734,2.03120494,0.094524854,-0.429091555,-0.405068274,-0.793764383,AGN,bll,0,0,0.9614166137918319,0.03919777148766647,0.0283128009207949,0.03427222400757526,0.010270585287373091,0.010969944028071799,0.9673510726144353,0.023814384181911768,0.01882594697781201,0.015634694340881092,0.013822980407752606,0.0143988721535372,0.9098184783125495,0.04365510401483646,0.05889039581480119,0.03566067585523104,0.031291125872649435,0.01616434156347684,0.9402186981660389,0.025309726214204544,0.01996721868526526,0.011050953393910571,0.03981408314869583,0.020336503533743455
3FGL J0816.7-2421,244.335999,6.12688875,-25.2844151,-27.4977875,-0.0566592969,4.50616616,2.43184018,-0.512541832,-0.74199637,-0.761573133,-0.423030558,AGN,bcu,4,0,0.996317798184729,0.0031652390505532446,7.051841692446084E-4,7.414049412205044E-4,0.002977017646026437,0.0028521515618017204,0.9327188726803303,0.06932647448203072,0.0037369274755324486,0.004301185504667293,0.06354419984413727,0.06760682129440097,0.9448816865491786,0.022319610817870244,0.014297165481716076,0.008497611094766587,0.040821147969105194,0.018807693560353108,0.9814781050261729,0.012807784921407637,5.283018695208311E-4,6.409849589018419E-4,0.017993593104306187,0.01279145533821599
3FGL J0816.7+5739,159.850983,33.9437637,-25.0572336,-27.6292884,-0.720573461,4.3567278,2.11284113,-0.62474369,-0.524378549,-0.403735521,-0.731753025,AGN,bll,0,0,0.9984403493908828,0.0017539568460666387,3.675566729977294E-4,3.377198886087781E-4,0.001192093936119445,0.0015516872130146922,0.9889551525224278,0.011547241173145662,0.005247940422059337,0.006956987360901226,0.005796907055512945,0.006826645823152938,0.9778939381267997,0.011088625970478612,0.006359494079450426,0.004829022594286357,0.01574656779374992,0.009308886336602333,0.981756753310499,0.013620314149856576,0.0010378876111217681,0.0016183646346929073,0.017205359078379036,0.01283267515946365
3FGL J0817.8-0935,231.831329,14.3168459,-24.8740033,-27.2800629,0.739808568,3.94351129,2.04359794,0.045807562,-0.472153158,-0.537578416,-0.529249188,AGN,bll,0,0,0.977585830390735,0.01966153174533468,0.008024491151294102,0.006037713858956059,0.014389678457970909,0.01681233680999811,0.9141216882549943,0.09231702555426909,0.026321004704490468,0.031010350091690276,0.0595573070405152,0.07326106150388433,0.9118904690726588,0.03312612699952859,0.035820691429047063,0.01886621293368565,0.05228883949829422,0.02309632628844564,0.7637209283276265,0.0676825226410705,0.057109729454834494,0.037049937797721144,0.17916934221753897,0.06255829686992079
