Source_Name,AGN_BDT_MEAN,AGN_BDT_STD,PSR_BDT_MEAN,PSR_BDT_STD,AGN_NN_MEAN,AGN_NN_STD,PSR_NN_MEAN,PSR_NN_STD,AGN_RF_MEAN,AGN_RF_STD,PSR_RF_MEAN,PSR_RF_STD,AGN_LR_MEAN,AGN_LR_STD,PSR_LR_MEAN,PSR_LR_STD
4FGL J0003.3-5905,0.9893276797815284,0.09144000011878908,0.010672320218471634,0.09144000011878908,0.9913843764323483,0.006418687958207808,0.00861562356765179,0.006418687958207807,0.9854776218460668,0.011860574548345723,0.014522378153933101,0.01186057454834571,0.9964731499458678,0.0013178164021431008,0.0035268500541320597,0.0013178164021431051
4FGL J0003.9-1149,0.979536497838722,0.029928655441452706,0.02046350216127806,0.02992865544145271,0.7166985579808043,0.1617276893269527,0.28330144201919566,0.1617276893269527,0.948750444674169,0.030573322991001177,0.051249555325830955,0.03057332299100117,0.8145342464212838,0.05858864230912013,0.18546575357871617,0.05858864230912013
4FGL J0004.0+0840,0.9992599458112688,0.0007663341547172434,0.0007400541887314679,0.0007663341547172446,0.9929782784033215,0.003791862178421813,0.007021721596678573,0.003791862178421814,0.979611023865928,0.01296838039875107,0.020388976134071844,0.012968380398751063,0.9907909649454748,0.00277633539917925,0.00920903505452514,0.002776335399179251
4FGL J0004.3+4614,0.9089667803991224,0.2783076661923172,0.09103321960087757,0.2783076661923172,0.9977686298083723,0.0014336561683736596,0.0022313701916276698,0.0014336561683736604,0.9920715128971833,0.007476350674943183,0.007928487102816502,0.007476350674943173,0.9987017397782039,0.000414631910084405,0.0012982602217960577,0.00041463191008440405
4FGL J0004.4-4737,0.9998156911727485,0.00010323645654638285,0.00018430882725136498,0.00010323645654638399,0.9978450426230333,0.0014123282237740488,0.00215495737696673,0.0014123282237740512,0.9968226376327459,0.0030080479404249634,0.0031773623672542374,0.0030080479404249487,0.999965703846016,1.6319916340520797e-05,3.429615398408865e-05,1.6319916340521116e-05
4FGL J0005.9+3824,0.9956627847139319,0.03158852193489129,0.0043372152860680505,0.03158852193489129,0.99608085695663,0.002131765570245944,0.003919143043370019,0.0021317655702459463,0.9861261178725726,0.01083428883595543,0.013873882127427423,0.010834288835955424,0.9960205028874436,0.0013220524154203537,0.003979497112556503,0.0013220524154203518
4FGL J0006.3-0620,0.9998353475676901,0.00012876491812414782,0.00016465243230986328,0.0001287649181241499,0.9971550995388353,0.0019549621009166,0.0028449004611647466,0.001954962100916599,0.9967132582219456,0.0048617174274812,0.0032867417780544314,0.004861717427481187,0.9995454000504086,0.0001386101551842578,0.00045459994959141996,0.00013861015518425686
4FGL J0006.4+0135,0.9995660356234605,0.00031194448928828207,0.0004339643765395809,0.00031194448928827925,0.982249030163454,0.013206122027118914,0.017750969836546112,0.013206122027118915,0.992233726107488,0.0052022772145703606,0.007766273892512149,0.005202277214570346,0.9784336099005734,0.005584941766835291,0.021566390099426604,0.005584941766835288
4FGL J0007.7+4008,0.998200768825616,0.001961455486671848,0.001799231174383996,0.0019614554866718447,0.9970603058780863,0.0015338295452863655,0.0029396941219139434,0.0015338295452863675,0.9943958345144955,0.004994686855518679,0.0056041654855045284,0.004994686855518675,0.9951420172631267,0.001063386607946109,0.004857982736873472,0.0010633866079461068
4FGL J0008.0+4711,0.9935953228092126,0.005338396950016637,0.00640467719078742,0.00533839695001664,0.9498336363709827,0.027649865293974736,0.05016636362901723,0.027649865293974736,0.91772598260553,0.03980214739168458,0.08227401739447002,0.03980214739168458,0.9219026467288097,0.014041751237511434,0.07809735327119027,0.014041751237511434
4FGL J0008.0-3937,0.9986808351953452,0.0018070607479066386,0.001319164804654756,0.0018070607479066375,0.984360476123045,0.013065004327999436,0.015639523876955077,0.013065004327999436,0.978414464168642,0.012489907787000433,0.021585535831358055,0.012489907787000428,0.9908208327622448,0.0033074168295300424,0.009179167237755284,0.0033074168295300394
4FGL J0008.4-2339,0.9994408556643464,0.00039815906314195334,0.0005591443356535216,0.0003981590631419517,0.9945726646748575,0.003677072566001806,0.005427335325142638,0.003677072566001805,0.9925952303351712,0.007523973440840044,0.007404769664828914,0.0075239734408400335,0.9984006507368425,0.0007073351226650683,0.0015993492631573869,0.0007073351226650714
4FGL J0008.4+1455,0.9990120945773846,0.0015423027846794583,0.0009879054226155472,0.0015423027846794607,0.9837443966482112,0.01219236609314349,0.01625560335178889,0.012192366093143487,0.9943315169864775,0.0059287146672697705,0.005668483013522399,0.005928714667269775,0.9752313799056385,0.005861299973072593,0.024768620094361572,0.005861299973072592
4FGL J0009.1+0628,0.9997146207790854,0.00015700761920129996,0.00028537922091470937,0.00015700761920129866,0.9966417985071664,0.0019476856799725986,0.0033582014928335356,0.0019476856799725958,0.9987620617847154,0.0012495484784953827,0.0012379382152845882,0.001249548478495388,0.9970512684778495,0.0007690854054678006,0.002948731522150589,0.0007690854054678025
4FGL J0009.3+5030,0.9998242153693161,0.00013695239263645102,0.00017578463068385126,0.00013695239263644956,0.9976340279922018,0.0016593023022223644,0.0023659720077982877,0.0016593023022223638,0.9977742570659189,0.004154848032787835,0.0022257429340810132,0.004154848032787834,0.9994681143774359,0.00018306842242922947,0.000531885622564053,0.00018306842242923346
4FGL J0009.7-3217,0.9996754441386972,0.0004259613464543682,0.00032455586130281143,0.0004259613464543672,0.9909806919744697,0.007971054196629374,0.00901930802553044,0.00797105419662937,0.9789219832159805,0.018473675913333827,0.0210780167840195,0.01847367591333383,0.9983648830508268,0.0007062585945639192,0.0016351169491731652,0.0007062585945639207
4FGL J0009.8-4317,0.9999180533181005,5.422025767474558e-05,8.194668189933504e-05,5.422025767474423e-05,0.9975494807257207,0.0014078332446605835,0.0024505192742792607,0.0014078332446605826,0.9984910149022506,0.002616521504547499,0.0015089850977494804,0.00261652150454749,0.9998301001294586,7.048625864145033e-05,0.00016989987054139854,7.048625864144882e-05
4FGL J0009.8+1340,0.9995361784246938,0.0007884369801492152,0.00046382157530621684,0.0007884369801492191,0.9959232323388078,0.002104617942464184,0.004076767661192082,0.002104617942464184,0.9903993482978414,0.010188151033478128,0.00960065170215863,0.010188151033478126,0.9962960914577997,0.0009506028496596344,0.003703908542200077,0.0009506028496596324
4FGL J0010.6+2043,0.9996716648991069,0.00023972025430065496,0.00032833510089313897,0.0002397202543006548,0.9976792101652978,0.0012616207529603872,0.002320789834702162,0.0012616207529603889,0.9968061080196529,0.003468370760457959,0.003193891980347179,0.0034683707604579606,0.9996082940377788,0.0001504885778597481,0.00039170596222091845,0.00015048857785974543
4FGL J0010.6-3025,0.999867832204039,0.00010274717660684121,0.00013216779596096094,0.00010274717660684251,0.9971044032023936,0.0019540272078052623,0.002895596797606651,0.0019540272078052623,0.9936566507145662,0.007175907256040278,0.006343349285433675,0.007175907256040284,0.9998651369204089,6.186900226108353e-05,0.0001348630795910667,6.186900226108489e-05
4FGL J0010.8-2154,0.9997337751498551,0.00018502328519983449,0.00026622485014492,0.00018502328519982793,0.9969168137920185,0.002172728044040271,0.003083186207981428,0.002172728044040271,0.9978873159110098,0.0016869175057328456,0.0021126840889902866,0.0016869175057328378,0.9993948197388348,0.00022413196963675395,0.0006051802611652606,0.00022413196963675636
4FGL J0011.4-4110,0.9988867228673624,0.0010544354652506866,0.0011132771326375127,0.001054435465250683,0.9872180042789582,0.009426191282133813,0.012781995721041798,0.009426191282133813,0.9826507999806529,0.009403860605878424,0.017349200019347283,0.009403860605878427,0.9983385349066277,0.0007355903017590167,0.001661465093372399,0.000735590301759019
4FGL J0011.4+0057,0.9997113834976438,0.00016637934053429377,0.00028861650235613044,0.00016637934053429236,0.9978154467672253,0.001419273164017759,0.002184553232774548,0.001419273164017759,0.9967492353516556,0.00392945406575967,0.0032507646483444187,0.003929454065759668,0.9998946862453347,4.043633785214446e-05,0.00010531375466527419,4.043633785214626e-05
4FGL J0011.8-3142,0.9999518145184988,6.379206871017535e-05,4.818548150122696e-05,6.379206871017678e-05,0.9965182786636775,0.002702599106405248,0.0034817213363224934,0.002702599106405246,0.9914919276115755,0.011049769849624285,0.008508072388424657,0.011049769849624271,0.9997836650812196,8.00982236234319e-05,0.00021633491878025757,8.009822362343286e-05
4FGL J0012.0+7043,0.9996500777325725,0.0003010230123703513,0.0003499222674274212,0.000301023012370354,0.99712412547644,0.0020315966452303627,0.0028758745235600257,0.002031596645230363,0.9975830802758561,0.002672948251835679,0.00241691972414385,0.0026729482518356752,0.9969383641401688,0.0009083623553755596,0.0030616358598312145,0.0009083623553755606
4FGL J0013.1-3955,0.9997072262757984,0.00021439518477123017,0.00029277372420159775,0.0002143951847712296,0.9956455999169493,0.0031798160653360025,0.00435440008305059,0.0031798160653359986,0.9966651172387504,0.00474024892231315,0.003334882761249591,0.004740248922313138,0.9981438665281214,0.0007066650244215327,0.001856133471878723,0.000706665024421532
4FGL J0013.4+0950,0.9998916029799259,7.233700740604302e-05,0.00010839702007422573,7.233700740604505e-05,0.9975461570366824,0.0015710182596322363,0.0024538429633175532,0.0015710182596322354,0.9992279189912034,0.0013464432986933293,0.0007720810087966476,0.0013464432986933313,0.9995250405443793,0.00015330588555696102,0.0004749594556205629,0.0001533058855569617
4FGL J0013.6-0424,0.9996395005924249,0.0005028394050736905,0.00036049940757509636,0.0005028394050736916,0.9971505433808577,0.0019415275632033208,0.0028494566191421987,0.001941527563203322,0.9963637386796225,0.003293567694834654,0.0036362613203775045,0.0032935676948346523,0.9993509544086827,0.00024504958051458237,0.0006490455913172858,0.00024504958051458573
