Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum_Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,GLON_3FGL,Flags_3FGL,Category_Prob
3FGL J0525.8-2014,-30.1427728,-27.8719789,2.0626645,0.0217912369,3.93505043,-0.370050898,-0.553889117,-0.367158907,-0.780849258,-27.554468,AGN,bcu,2014.0297,PowerLaw,PMN J0525-2010,0.928390991,0.0716090094,0.915294213,0.084705787,0.918815192,0.0811848077,0.919567379,0.080432621,291,222.79509,0,AGN
3FGL J0526.0+4253,-26.820125,-27.3274701,2.435518,1.15168204,3.99383775,-0.397321981,-0.813121071,-0.681158929,-0.999984884,4.1912527,AGN,bcu,721.27893,PowerLaw,NVSS J052520+425520,0.926906777,0.0730932231,0.914899353,0.0851006468,0.914600937,0.0853990631,0.914958122,0.0850418781,308,166.11186,0,AGN
3FGL J0526.2-4829,-27.4575967,-27.3622887,2.2882428,0.30834962,5.3267536,-0.588346401,-0.619095542,-0.595522229,-0.735036942,-33.75338,AGN,fsrq,1208.0867,PowerLaw,PKS 0524-485,0.929586146,0.0704138542,0.918340249,0.0816597511,0.919533592,0.0804664083,0.926330268,0.0736697319,292,254.97916,0,AGN
3FGL J0526.6+6321,-27.0767806,-27.8030532,2.5399,0.751659927,3.92597731,-0.71511813,-0.594034348,-0.884114719,-0.999978306,15.263661,AGN,bcu,621.1527,PowerLaw,GB6 J0526+6317,0.931644446,0.0683555538,0.916659642,0.0833403582,0.916026439,0.083973561,0.921411054,0.0785889464,321,148.6125,0,AGN
3FGL J0528.3+1815,-33.3441842,-27.5985698,1.6458695,0.69400831,3.55534806,0.0359328362,-0.121944381,-0.420185246,-0.176800468,-9.032013,AGN,bcu,10329.59,PowerLaw,1RXS J052829.6+181657,0.903061257,0.0969387432,0.902863531,0.0971364685,0.895393506,0.104606494,0.900287043,0.0997129572,298,186.95988,0,AGN
3FGL J0529.1+0933,-28.4961071,-27.2659952,2.3168018,-0.690434802,4.09194184,-0.547006778,-0.73789168,-0.885879791,0.362332324,-13.454439,AGN,bcu,1451.7008,PowerLaw,GB6 J0529+0934,0.92059005,0.07940995,0.906400621,0.0935993793,0.901713525,0.0982864755,0.911535942,0.0884640575,311,194.60828,0,AGN
3FGL J0529.2-5917,-29.2011825,-27.8530323,2.3749325,-0.42696063,3.69884983,-0.750242677,-0.67058353,-0.542506547,-0.376606809,-33.479774,AGN,bll,1289.3419,PowerLaw,1RXS J052846.9-592000,0.928014896,0.0719851037,0.916956999,0.0830430014,0.922574409,0.0774255909,0.922104732,0.0778952682,285,267.9635,0,AGN
3FGL J0529.8-7242,-27.608311,-27.6643956,2.4750051,-1.65060413,4.54638882,-0.688888042,-0.859451465,-0.323009678,-0.753172015,-31.842892,AGN,bcu,873.61554,PowerLaw,PKS 0530-727,0.951505848,0.0484941519,0.932830354,0.0671696464,0.935065937,0.0649340631,0.934529285,0.0654707152,318,283.79666,0,AGN
3FGL J0533.0-3939,-27.7345596,-27.745769,2.487667,-2.45024427,4.01489658,-0.369544445,-0.776403087,-0.692659984,-0.542859619,-31.391539,AGN,bcu,826.60834,PowerLaw,PKS 0531-397,0.928405224,0.0715947758,0.909646466,0.0903535339,0.914882847,0.0851171529,0.915606886,0.0843931144,316,244.77101,0,AGN
3FGL J0533.2+4822,-24.9310237,-27.2354328,2.385924,0.864298499,5.60032478,-0.590536253,-0.677875482,-0.674511509,-0.732221131,8.223187,AGN,fsrq,576.37305,PowerLaw,TXS 0529+483,0.917563893,0.0824361069,0.907694042,0.0923059576,0.90604783,0.0939521696,0.908429019,0.0915709815,318,162.16064,0,AGN
3FGL J0533.6-8323,-27.4516672,-27.6041976,2.2959795,-0.212297211,4.97528828,-0.38109935,-0.667550991,-0.746714243,-0.305078178,-29.149279,AGN,fsrq,946.08844,PowerLaw,PKS 0541-834,0.9297439,0.0702561,0.922476849,0.0775231507,0.927905081,0.0720949191,0.92593923,0.0740607699,303,295.7872,0,AGN
3FGL J0535.6-2749,-29.3466512,-27.7789658,2.414992,-0.708779897,3.6971385,-0.819973981,-0.688226418,-0.650312646,-0.357482022,-27.920958,AGN,bcu,1316.5565,PowerLaw,PMN J0535-2751,0.930876885,0.0691231155,0.924476622,0.0755233785,0.927269419,0.0727305815,0.923561217,0.0764387826,297,231.70934,0,AGN
3FGL J0537.4-5717,-30.039743,-27.8582363,2.0546618,0.362500473,4.03420683,-0.989800034,0.661575675,-0.404856481,-0.486563382,-32.42884,AGN,bll,2230.3325,PowerLaw,SUMSS J053748-571828,0.933550155,0.0664498447,0.921423623,0.0785763769,0.921565282,0.0784347183,0.920250882,0.0797491181,292,265.55185,512,AGN
3FGL J0538.4-3909,-30.7606017,-27.8690848,2.0408134,-2.55012726,3.96540831,-0.782453553,-0.334177291,-0.529385874,-0.456125925,-30.269903,AGN,bcu,2761.1833,PowerLaw,NVSS J053810-390844,0.94453433,0.0554656696,0.936718699,0.0632813006,0.935240783,0.0647592166,0.94329107,0.0567089302,301,244.44107,0,AGN
3FGL J0539.8+1434,-27.8392435,-27.2624944,2.3213658,1.13873023,5.69968298,0.228033355,-0.694907682,-0.771167035,-0.677245157,-8.630076,AGN,fsrq,1120.7017,PowerLaw,TXS 0536+145,0.937390853,0.0626091474,0.928564099,0.0714359011,0.930134645,0.0698653545,0.932292335,0.0677076655,264,191.60628,0,AGN
3FGL J0540.0-2837,-24.5546671,-27.5666262,2.7786882,0.922512934,5.19183155,-0.691396469,-0.868091422,-0.744683576,-0.648693915,-27.250954,AGN,fsrq,373.64697,PowerLaw,PKS 0537-286,0.920083474,0.0799165256,0.917473949,0.0825260509,0.919056145,0.0809438545,0.921989001,0.0780109986,303,232.90938,0,AGN
3FGL J0540.4+5823,-29.861753,-27.5031396,2.004103,0.937577551,3.93661036,-0.828013628,-0.452584847,-0.406213829,-0.460756054,14.254968,AGN,bll,2922.5398,PowerLaw,GB6 J0540+5823,0.95330069,0.0466993105,0.938219485,0.0617805155,0.94060937,0.0593906297,0.943526179,0.0564738207,290,153.93478,0,AGN
3FGL J0540.5-5416,-25.3314091,-27.6971082,2.6283643,0.780726326,5.53185618,-0.704900709,-0.683791467,-0.819852296,-0.999986094,-31.88816,AGN,fsrq,435.6417,PowerLaw,PKS 0539-543,0.934586437,0.0654135632,0.927191655,0.0728083451,0.922978887,0.0770211133,0.928349312,0.0716506881,304,261.9977,0,AGN
3FGL J0542.2-8737,-30.3274454,-27.7174407,2.0389495,-1.17772725,3.91232376,-0.890182442,-0.164692305,-0.207605972,-0.736078332,-27.81301,AGN,bcu,2499.957,PowerLaw,SUMSS J054923-874001,0.947966116,0.0520338844,0.936472144,0.0635278561,0.938684229,0.0613157707,0.941047015,0.058952985,337,300.36136,256,AGN
3FGL J0542.5-0907c,-25.1523466,-27.0401843,2.5674772,1.03263444,4.15974139,-0.688208071,-0.701961748,-0.792906629,-0.999725577,-19.417597,AGN,bcu,426.1331,PowerLaw,PMN J0542-0913,0.923607974,0.0763920261,0.915790375,0.0842096254,0.908847456,0.0911525441,0.915449125,0.0845508754,276,213.4056,41,AGN
3FGL J0543.9-5531,-29.4687482,-27.0483782,1.7672648,0.175637602,4.26558509,0.833610233,-0.336476389,-0.434417609,-0.232073898,-31.48002,AGN,bll,3241.1973,PowerLaw,1RXS J054357.3-553206,0.918981366,0.0810186341,0.914798704,0.0852012961,0.91481433,0.0851856701,0.909635227,0.0903647729,321,263.5107,0,AGN
3FGL J0550.6-3217,-32.462371,-27.6087162,1.6148446,-0.647315101,3.88029536,-0.759137025,-0.341061222,0.143531073,-0.50451646,-26.154074,AGN,bll,6764.737,PowerLaw,PKS 0548-322,0.92658001,0.0734199896,0.919265009,0.0807349915,0.919591469,0.0804085311,0.922327661,0.0776723393,317,237.57825,0,AGN
3FGL J0553.5-2036,-29.3946289,-27.5452143,1.9851698,1.16104008,4.13759597,0.996067944,-0.28659621,-0.569585887,-0.748187799,-21.635277,AGN,bcu,1955.145,PowerLaw,NVSS J055333-203417,0.921944202,0.0780557985,0.912018265,0.0879817346,0.913237405,0.0867625955,0.914493038,0.0855069623,315,225.76399,0,AGN
3FGL J0556.0-4353,-29.223972,-27.78978,2.2015233,-0.318466419,4.0224934,-0.161967486,-0.518806411,-0.768216575,-0.320117784,-28.010475,AGN,bll,1578.648,PowerLaw,SUMSS J055618-435146,0.906686776,0.0933132244,0.890950113,0.109049887,0.889792289,0.110207711,0.899018228,0.100981772,297,250.50371,0,AGN
3FGL J0558.1-3838,-30.0454953,-27.5889564,1.9603971,-1.34026668,3.62688888,0.352280138,-0.718820589,-0.233849736,-0.416963994,-26.417288,AGN,bll,2770.7761,PowerLaw,EXO 0556.4-3838,0.930652594,0.0693474059,0.920423007,0.0795769932,0.918871586,0.0811284139,0.926116886,0.073883114,283,244.86888,0,AGN
3FGL J0558.6-7459,-29.5877274,-27.6522957,2.0544698,0.582854913,3.9068531,0.919029499,-0.506170266,-0.574753304,-0.513625898,-29.538883,AGN,bll,2113.328,PowerLaw,PKS 0600-749,0.916791159,0.0832088413,0.91699943,0.0830005696,0.911275699,0.0887243011,0.912039928,0.0879600722,299,286.09204,0,AGN
3FGL J0600.9-3943,-25.6742236,-27.4802681,2.8105955,0.202880026,3.80031215,-0.758893956,-0.866622187,-0.869907223,-0.999890777,-26.164331,AGN,fsrq,395.30252,PowerLaw,PKS 0558-396,0.919080573,0.080919427,0.905554442,0.0944455585,0.909989854,0.0900101456,0.915062468,0.0849375318,296,246.17899,0,AGN
3FGL J0601.0+3837,-31.6934727,-27.4727013,1.8898512,-0.465812903,3.50450339,0.0741493841,-0.63851163,-0.177933319,-0.527066582,7.6455064,AGN,bll,5506.6855,PowerLaw,B2 0557+38,0.914334223,0.0856657773,0.90951171,0.0904882896,0.907959581,0.0920404188,0.914262211,0.0857377895,284,173.22304,0,AGN
3FGL J0602.2+5314,-30.4985103,-27.6396214,2.033428,-2.20777113,3.95885552,-0.922148812,-0.148671725,-0.384813545,-0.538591697,14.586056,AGN,bcu,3115.6838,PowerLaw,GB6 J0601+5315,0.918320976,0.0816790243,0.90921962,0.0907803801,0.913963207,0.0860367933,0.915593127,0.0844068727,295,160.10918,0,AGN
3FGL J0602.8-4016,-29.8002037,-27.338802,1.9229039,0.625456871,3.90481126,-0.0783311571,-0.460528248,-0.208970987,-0.594689366,-25.951681,AGN,bcu,3068.7917,PowerLaw,SUMSS J060251-401845,0.924008706,0.0759912939,0.920459823,0.0795401767,0.922903322,0.0770966784,0.919204496,0.0807955041,306,246.87927,0,AGN
3FGL J0603.8+2155,-30.5047105,-26.9952986,2.1009274,-1.90636324,4.69692286,-0.463980027,-0.686309129,-0.552030974,-0.421253997,0.004727002,AGN,bcu,3801.993,PowerLaw,4C +22.12,0.906988698,0.0930113021,0.90445392,0.0955460801,0.897296302,0.102703698,0.903768707,0.0962312929,310,188.1261,0,AGN
3FGL J0604.1-4817,-33.5220734,-27.6419664,1.4375709,-0.0080781405,3.7761209,-0.991927622,0.976986584,0.540765639,0.024009981,-27.502537,AGN,bll,12209.607,PowerLaw,1ES 0602-482,0.951382559,0.0486174406,0.933510562,0.0664894383,0.936544218,0.0634557822,0.941001039,0.0589989613,304,255.69469,0,AGN
3FGL J0604.7-4849,-29.1346462,-27.7733679,2.3986256,0.086018601,3.60500408,-0.538059375,-0.921437529,-0.00745849009,-0.783796565,-27.502825,AGN,bcu,1264.2731,PowerLaw,1RXS J060432.7-485007,0.909812803,0.0901871968,0.902792785,0.097207215,0.900863965,0.0991360347,0.902987802,0.0970121977,298,256.3055,17,AGN
3FGL J0606.4-4729,-29.1139248,-27.7756401,2.3274436,0.18737029,3.59935901,-0.894125807,-0.0996800842,-0.748815374,-0.413160373,-26.968685,AGN,bcu,1384.5354,PowerLaw,ESO 254- G 017,0.925593674,0.0744063256,0.914342636,0.0856573636,0.913786171,0.0862138285,0.915443744,0.0845562564,300,254.89671,0,AGN
3FGL J0607.4+4739,-26.6439641,-27.247884,2.14758,-2.5809472,4.08930865,-0.653050146,-0.511312737,-0.491425669,-0.64583574,12.863453,AGN,bll,1046.3114,PowerLaw,TXS 0603+476,0.922363179,0.0776368209,0.914700183,0.0852998175,0.913505034,0.0864949662,0.917322807,0.0826771928,324,165.63974,0,AGN
3FGL J0608.0-0835,-25.8450787,-27.1157731,2.3726776,0.634974965,5.35321371,-0.480980795,-0.716179365,-0.642093632,-0.738243444,-13.516102,AGN,fsrq,734.81946,PowerLaw,PKS 0605-08,0.911330585,0.0886694147,0.908338944,0.091661056,0.900793755,0.0992062451,0.90483768,0.0951623198,317,215.76573,0,AGN
3FGL J0609.4-0248,-30.3598318,-27.2270138,1.8982692,0.272615007,4.07543371,-0.510682703,-0.463632883,-0.466410527,-0.371130717,-10.628022,AGN,bll,3942.6016,PowerLaw,NVSS J060915-024754,0.911089305,0.088910695,0.904975914,0.095024086,0.909620656,0.0903793439,0.907444512,0.0925554881,302,210.62975,0,AGN
3FGL J0611.1-6100,-25.7656233,-27.825626,2.704762,-1.92900406,4.38330644,-0.792569308,-0.710053273,-0.793006636,-0.41537946,-28.308992,AGN,fsrq,440.74872,PowerLaw,PKS 0609-609,0.931720771,0.0682792294,0.926833888,0.0731661118,0.925587811,0.0744121892,0.926446169,0.0735538314,309,270.10657,0,AGN
3FGL J0611.2+4323,-29.8911828,-27.6437878,2.1679258,0.332805451,3.76108592,-0.862200905,-0.607248637,-0.367343059,-0.376834482,11.562526,AGN,bcu,2246.1619,PowerLaw,NVSS J061107+432404,0.891196226,0.108803774,0.899164073,0.100835927,0.890988429,0.109011571,0.890643086,0.109356914,302,169.8538,0,AGN
3FGL J0611.7+2759,-28.9473915,-27.2659286,2.2772093,0.0109616015,4.00408464,-0.682064391,-0.422787963,-0.527211451,-0.954852849,4.506941,AGN,bcu,1581.546,PowerLaw,GB6 J0611+2803,0.922256119,0.0777438811,0.925604066,0.0743959336,0.921867289,0.0781327106,0.916768754,0.0832312464,323,183.67612,1,AGN
3FGL J0612.8+4122,-26.5337319,-26.8755241,2.0253396,0.729549406,4.65738344,-0.405141301,-0.529229483,-0.506647249,-0.471987102,10.918007,AGN,bll,1255.9515,PowerLaw,B3 0609+413,0.916544073,0.0834559271,0.910190265,0.0898097354,0.913870668,0.0861293315,0.914974485,0.0850255151,292,171.82323,0,AGN
3FGL J0615.4-3116,-28.2142006,-27.7791915,2.3306127,-2.14436951,4.05737607,-0.792955625,-0.672498111,-0.549387061,-0.553755694,-20.834377,AGN,bll,1070.3914,PowerLaw,PKS 0613-312,0.873564477,0.126435523,0.875637315,0.124362685,0.875026871,0.124973129,0.874286786,0.125713214,330,238.34212,0,AGN
3FGL J0617.2+5701,-28.4153334,-27.5162725,2.0410295,-1.64536928,4.07749134,-0.444537969,-0.644188561,-0.432208746,-0.404040215,18.085638,AGN,bll,1657.3315,PowerLaw,87GB 061258.1+570222,0.93168479,0.0683152102,0.916786676,0.0832133237,0.921939717,0.0780602828,0.922894162,0.0771058377,285,157.41673,0,AGN
3FGL J0617.6-1717,-29.6073548,-27.3161916,1.9361923,-0.730573156,4.1696799,-0.631683593,-0.511969397,-0.412908938,-0.247237662,-15.09729,AGN,bll,2699.8774,PowerLaw,CRATES J061733.67-171522.8,0.912396973,0.0876030271,0.903694735,0.0963052652,0.903774633,0.0962253668,0.910135363,0.0898646375,296,224.92683,0,AGN
3FGL J0618.0+7819,-28.8948887,-28.0237361,2.371977,0.67682962,3.97020331,-0.744986824,-0.790696429,-0.416522753,-0.579978676,24.861248,AGN,fsrq,1136.3136,PowerLaw,1REX J061757+7816.1,0.914620377,0.0853796229,0.910813807,0.0891861927,0.912439561,0.0875604394,0.919208639,0.0807913609,286,135.68248,8,AGN
3FGL J0618.2-2429,-27.8220521,-27.7764393,2.4167824,0.78769416,3.47471949,-0.495687712,-0.748889591,-0.628100907,-0.999964214,-17.810516,AGN,bcu,817.40283,PowerLaw,PMN J0618-2426,0.941622968,0.0583770318,0.935442497,0.0645575034,0.939449503,0.0605504975,0.937015803,0.0629841968,312,231.881,1,AGN
3FGL J0618.9-1138,-27.3341353,-27.2998447,2.46949,-2.639963,3.23312869,-0.725666349,-0.669197348,-0.728269446,-0.724909727,-12.423253,AGN,bcu,810.6918,PowerLaw,TXS 0616-116,0.936345276,0.0636547244,0.923227484,0.0767725164,0.924889488,0.0751105118,0.931035888,0.0689641125,292,219.78413,8,AGN
3FGL J0620.4+2644,-32.9143234,-27.5150879,1.6500192,0.287668697,3.46357397,-0.999998495,0.999952255,-0.365415525,-0.529172171,5.6323915,AGN,bcu,8858.444,PowerLaw,RX J0620.6+2644,0.927592654,0.0724073464,0.913077302,0.0869226977,0.917908937,0.0820910631,0.91291484,0.0870851597,273,185.70792,0,AGN
3FGL J0622.4-2606,-29.1610101,-27.3190526,1.9393938,-0.456274625,4.52063117,-0.599321924,-0.530372798,-0.625203195,-0.0197118815,-17.551538,AGN,bll,2300.4863,PowerLaw,PMN J0622-2605,0.95330803,0.0466919699,0.940622221,0.0593777793,0.93813993,0.0618600698,0.944655094,0.0553449062,320,233.82892,0,AGN
3FGL J0623.3+3043,-31.4846857,-27.560786,1.8931121,0.723029959,3.7948524,-0.999995532,0.999836283,0.137754153,-0.717759633,8.007792,AGN,bcu,4295.587,PowerLaw,GB6 J0623+3045,0.947954226,0.052045774,0.935676238,0.0643237621,0.941665902,0.0583340981,0.937973491,0.0620265092,300,182.42511,0,AGN
3FGL J0625.2+4440,-29.3198228,-27.5732096,2.046281,0.0217600241,3.96630094,-0.638214981,-0.610597316,-0.340936927,-0.463880244,14.391164,AGN,bll,2174.22,PowerLaw,GB6 J0625+4440,0.925779649,0.0742203507,0.925394034,0.0746059655,0.921368469,0.078631531,0.91592428,0.0840757196,301,169.75964,0,AGN
3FGL J0626.0-5436,-24.9474121,-27.7557256,2.9208062,0.277821491,4.22182561,-0.833586423,-0.779443148,-0.670093715,-0.999876653,-25.380417,AGN,fsrq,314.62082,PowerLaw,PMN J0625-5438,0.938445314,0.0615546859,0.926050276,0.0739497241,0.925413234,0.0745867658,0.926017297,0.0739827031,296,263.35364,0,AGN
3FGL J0626.6-4259,-31.7262495,-27.6482056,1.739764,1.29713386,3.87677841,-0.716691178,-0.340570646,-0.176669046,-0.308936059,-22.406641,AGN,bcu,4885.394,PowerLaw,1RXS J062635.9-425810,0.903782992,0.0962170079,0.899115853,0.100884147,0.891735101,0.108264899,0.898250017,0.101749983,301,251.0734,0,AGN
3FGL J0627.0-3529,-29.0168459,-27.1669553,1.8684875,-0.262898537,4.05982477,-0.723558143,-0.301952535,-0.472983697,-0.376968388,-19.971743,AGN,rdg,2381.8425,PowerLaw,PKS 0625-35,0.907967802,0.0920321985,0.899456461,0.100543539,0.898130825,0.101869175,0.905342987,0.0946570134,301,243.45357,0,AGN
3FGL J0627.9-1517,-26.9031911,-27.4400905,2.723457,0.619013977,3.9638571,-0.606457838,-0.976044872,-0.391572736,0.404107845,-12.014472,AGN,bcu,576.22656,PowerLaw,NVSS J062753-152003,0.898368084,0.101631916,0.892995965,0.107004035,0.886117823,0.113882177,0.894489079,0.105510921,299,224.12146,0,AGN
3FGL J0629.0-6248,-28.5514089,-27.809011,2.229073,0.226925351,3.88269903,-0.640339574,-0.611359393,-0.587954453,-0.313483346,-26.435104,AGN,bll,1261.5033,PowerLaw,PKS 0628-627,0.927545493,0.0724545065,0.920095349,0.0799046508,0.920653154,0.079346846,0.92278885,0.0772111497,315,272.40512,0,AGN
3FGL J0629.4-1959,-25.986001,-27.0713072,2.1824293,0.907796034,5.82658342,-0.501705359,-0.639348161,-0.516611243,-0.643006464,-13.652313,AGN,bll,886.78955,PowerLaw,PKS 0627-199,0.926319445,0.0736805547,0.922160169,0.0778398311,0.91828892,0.0817110801,0.916218733,0.0837812667,279,228.6414,0,AGN
3FGL J0630.3+6906,-29.0395173,-27.9796815,2.3929586,-1.30453603,3.34768454,-0.615323923,-0.553332119,-0.666289112,-0.824978925,23.382828,AGN,bcu,1108.9446,PowerLaw,GB6 J0629+6900,0.912239709,0.0877602907,0.895236214,0.104763786,0.900909435,0.0990905649,0.908937195,0.0910628045,322,145.68767,0,AGN
3FGL J0630.9-2406,-28.2888144,-26.6882841,1.8093637,0.750714427,4.14791184,-0.213439295,-0.476443842,-0.370979618,-0.301687595,-14.99012,AGN,bll,2590.183,PowerLaw,TXS 0628-240,0.928239047,0.071760953,0.917184546,0.0828154542,0.912715701,0.0872842986,0.924094714,0.0759052857,297,232.68523,0,AGN
3FGL J0631.2+2019,-28.2676969,-27.0218552,2.4604046,-0.645946183,4.11274806,-0.675103103,-0.804016215,-0.554589923,-0.552662369,4.867735,AGN,bcu,1276.8217,PowerLaw,TXS 0628+203,0.937838331,0.0621616691,0.925957745,0.0740422553,0.930550824,0.0694491757,0.931734694,0.0682653059,308,192.55992,0,AGN
3FGL J0634.7-2334,-26.9215797,-27.5075002,2.5362647,0.708572595,4.06196471,-0.732071563,-0.685868306,-0.871622271,-0.999914343,-13.99607,AGN,fsrq,668.90076,PowerLaw,PMN J0634-2335,0.930221642,0.0697783578,0.918466977,0.0815330233,0.916208219,0.083791781,0.919522213,0.0804777868,333,232.53065,1,AGN
3FGL J0635.7-7517,-24.4072269,-27.5846406,2.709976,0.711592466,5.84872454,-0.709775668,-0.761432153,-0.849219117,-0.999900205,-27.160284,AGN,fsrq,376.362,PowerLaw,PKS 0637-75,0.914708226,0.085291774,0.909149733,0.0908502675,0.913573883,0.0864261168,0.913806296,0.0861937042,310,286.3925,0,AGN
3FGL J0638.6+7324,-26.1551653,-27.864469,2.6405773,-0.273180793,4.79560339,-0.697660869,-0.794218062,-0.627816315,-0.999958985,25.010445,AGN,fsrq,502.6536,PowerLaw,S5 0633+73,0.93161066,0.06838934,0.921321002,0.078678998,0.924027353,0.0759726466,0.928825475,0.0711745252,288,141.26962,0,AGN
3FGL J0640.0-1252,-32.9797546,-27.3323559,1.5125129,0.507019871,3.75528872,0.998320952,-0.510583871,0.218343196,-0.223625302,-8.312401,AGN,bcu,11405.307,PowerLaw,TXS 0637-128,0.925650064,0.074349936,0.915898591,0.084101409,0.918262253,0.0817377468,0.920767657,0.0792323434,316,223.19641,4,AGN
3FGL J0641.8-0319,-27.3504874,-27.0495474,2.4544868,0.745885445,4.6685862,-0.698589273,-0.601216327,-0.617296186,-0.999994412,-3.6364286,AGN,bcu,835.9329,PowerLaw,TXS 0639-032,0.913575762,0.0864242381,0.906193677,0.0938063226,0.907887275,0.0921127254,0.909799247,0.0902007533,306,214.80153,4,AGN
3FGL J0643.4-5358,-28.1666144,-27.7780967,2.4435904,-1.18447071,4.2128087,-0.822050937,-0.361664661,-0.741879642,-0.779441884,-22.775002,AGN,bcu,943.0987,PowerLaw,PMN J0643-5358,0.929508918,0.0704910816,0.915120508,0.0848794922,0.917920881,0.0820791191,0.916118516,0.083881484,288,263.325,0,AGN
3FGL J0644.3-6713,-26.1968005,-27.0855375,2.095214,0.883374198,6.32759733,-0.530945375,-0.559330006,-0.523183563,-0.666387033,-25.53596,AGN,bcu,1017.7888,PowerLaw,PKS 0644-671,0.90313629,0.0968637104,0.900347814,0.099652186,0.898403118,0.101596882,0.897280222,0.102719778,328,277.5371,0,AGN
3FGL J0644.6-2853,-30.5475342,-27.7659224,2.111158,-0.366934191,3.92409439,-0.983001067,0.65739997,-0.45274247,-0.853584089,-14.0907755,AGN,bcu,2428.1887,PowerLaw,1RXS J064444.2-285120,0.942656089,0.0573439113,0.935707738,0.0642922621,0.939794427,0.0602055725,0.937097368,0.062902632,278,238.47595,0,AGN
3FGL J0645.9-3914,-25.3511072,-27.7564406,2.8945181,-2.49489541,3.97366554,-0.821500333,-0.78291064,-0.677202254,-0.99990165,-17.75279,AGN,fsrq,319.20682,PowerLaw,PKS 0644-390,0.936479907,0.0635200932,0.928874662,0.0711253377,0.932304652,0.067695348,0.92844795,0.0715520497,293,248.53917,1,AGN
3FGL J0647.0-5134,-29.7010008,-27.8536477,2.1893964,0.164402634,3.62543266,-0.743264733,-0.699488345,-0.384168632,-0.273027167,-21.577398,AGN,bcu,1716.646,PowerLaw,1ES 0646-515,0.918399936,0.0816000644,0.914035375,0.0859646249,0.910115336,0.0898846644,0.91163156,0.0883684396,303,260.99805,0,AGN
3FGL J0647.1-4415,-29.3961435,-27.8488164,2.3444579,0.113241271,3.54566727,-0.904842991,-0.681690457,0.172859184,-0.900674095,-19.28539,AGN,bcu,1327.7402,PowerLaw,SUMSS J064648-441929,0.905405364,0.0945946362,0.905050721,0.0949492788,0.905933447,0.0940665528,0.901561527,0.0984384731,286,253.58754,0,AGN
3FGL J0647.6-6058,-27.1895956,-27.6788415,2.336734,-0.00901073501,4.40580358,-0.478507133,-0.668526618,-0.640771759,-0.724150535,-23.944826,AGN,bcu,865.6974,PowerLaw,PMN J0647-6058,0.902158171,0.0978418293,0.898636224,0.101363776,0.895082619,0.104917381,0.895410989,0.104589011,326,270.86298,0,AGN
3FGL J0648.1+1606,-33.0773524,-27.6936272,1.7746266,-0.906814078,3.54099825,-0.855046463,-0.712489506,-0.379416166,-0.457954063,6.563655,AGN,bcu,8487.952,PowerLaw,1RXS J064814.1+160708,0.920488516,0.0795114842,0.917965716,0.0820342839,0.91794068,0.0820593199,0.909336816,0.0906631842,296,198.16733,0,AGN
3FGL J0648.1-3045,-25.4228713,-27.4484501,2.5566463,-0.112732063,6.0061335,-0.691855053,-0.761096923,-0.602660505,-0.752820841,-14.129471,AGN,fsrq,499.45514,PowerLaw,PKS 0646-306,0.912607293,0.0873927067,0.909917931,0.0900820694,0.911635179,0.0883648212,0.916185772,0.0838142285,287,240.55573,0,AGN
3FGL J0648.8+1516,-29.8456052,-27.077551,1.8308774,-0.777152158,3.58459475,0.228705716,-0.319102849,-0.365257286,-0.393417772,6.3348174,AGN,bll,3758.1067,PowerLaw,RX J0648.7+1516,0.904291992,0.0957080083,0.893327186,0.106672814,0.893856846,0.106143154,0.901302443,0.0986975566,307,198.98763,0,AGN
3FGL J0648.8-1740,-27.2559436,-27.1177564,2.5196798,0.198726671,4.93639949,-0.761740734,-0.618289902,-0.806776874,-0.657193281,-8.512161,AGN,fsrq,846.1109,PowerLaw,TXS 0646-176,0.915341629,0.0846583713,0.906922087,0.0930779128,0.906090918,0.093909082,0.910326698,0.089673302,338,228.48589,0,AGN
3FGL J0649.6-3138,-31.542899,-27.3773813,1.7286855,0.231917666,3.84018258,-0.90593518,0.484202029,-0.151977238,-0.432458596,-14.195758,AGN,bcu,5699.456,PowerLaw,1RXS J064933.8-313914,0.944813871,0.0551861295,0.926567582,0.0734324184,0.930829091,0.0691709091,0.936021758,0.0639782418,311,241.50668,0,AGN
3FGL J0650.4-1636,-27.4673342,-27.0889729,2.4325619,1.06137425,4.01465764,-0.420521339,-0.698665835,-0.796988625,-0.740190124,-7.707025,AGN,bcu,1013.5065,PowerLaw,PKS 0648-16,0.936102462,0.0638975378,0.935593002,0.0644069983,0.931471502,0.0685284979,0.929858871,0.0701411294,308,227.69122,0,AGN
3FGL J0650.5+2055,-32.4570888,-27.3297223,1.5582567,-0.0638917543,3.83378372,-0.835374138,-0.389309013,0.026635191,-0.148073568,9.193716,AGN,bcu,9278.518,PowerLaw,1RXS J065033.9+205603,0.939850161,0.0601498393,0.931552693,0.0684473067,0.925763612,0.0742363879,0.926882912,0.0731170878,314,194.04655,0,AGN
